g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	
g1546	-1.2982327255995962	-4.261047855822449	-3.9017011884376767	-0.9106634789931771	-3.716346042972192	-2.7333249820684675	-2.4634695257705275	-2.5236950508136253	-1.3265087022716155	-2.748223958036669	-2.530372377810015	-2.5892941969156515	-2.8812588302902995	-1.6171579192547076	-2.948051631482697	-2.1881410147658378	-0.6061181703017701	-2.441352269550103	-1.606184052102333	-4.959495223258992	-2.397121290828804	-2.6352923019112664	-2.4417613534185554	-2.0813267817524834	-3.631151655478016	-1.4607508448829456	-1.3164706160844268	-5.303191556025403	-4.049185828401643	-0.051553147864274916	-7.614040069742203	-2.4634695257705275	-1.775634175113039	-1.6545491200405613	-3.355954300237891	-2.4634695257705275	-2.4634695257705275	-2.4634695257705275	-3.1282329239828943	-2.4634695257705275	-4.538852018562607	-1.8809705830736225	-3.1514645878112497	-2.05260165021038	-2.0698152494991477	-2.4634695257705275	-4.076011428563365	-2.4634695257705275	-2.54920158141762	-2.982948462975395	-5.378455301538726	-2.7759908158601374	-1.9903203223454746	-6.480718176343804	-5.164606767385624	-2.4634695257705275	-2.4634695257705275	-6.282034963632348	-3.287324474729323	
g1547	-1.273061374255292	-1.189626659938957	-2.531559338140363	-3.5486385602699158	-2.0409386253761843	-0.9889361053369918	-3.0583407619254914	-2.0254030739237527	-2.28874521584504	-1.9240412727175145	-1.3710179769415693	-1.8304451164148476	-0.8824142564145099	-1.8389616817430376	-1.7702914183069185	-1.389626985512666	-3.472472962458777	-2.1221163536564234	-2.2829051582092346	-1.7610190902896272	-1.2944860276520724	-1.8641436616780132	-2.965139412501941	-3.3380547040421353	-1.5004627710815372	-2.2076208368766794	-3.9187833635873104	-2.212123205664575	-0.852015104118711	-1.7653711540208508	-3.9435652801114807	-1.821368420161115	-3.938736226040872	-2.2505207966348313	-1.9955061732003054	-2.920800092566284	-2.3998425498459874	-2.085313024829378	-1.2671577281427586	-1.3539247423720229	-1.7682122564564544	-1.1080981510829426	-3.2765613661796666	-2.8369622936320518	-2.6950540088817987	-1.3357943696358363	-4.40172322677879	-3.4599306690478966	-1.204602083626951	-2.4786642915591117	-0.8892299040703432	-2.215284719218128	-5.715759784531555	-2.918813104492976	-3.2013571292411194	-1.19440820499313	-5.079926875282763	-2.2800681816259782	-2.678552421361491	
g1548	-3.0205160405160765	-4.5846774523429294	-3.8787394612055657	-2.6320411597949898	-2.39252338219655	-2.6320411597949898	-4.339629608982445	-2.6827867356514283	-2.78959850780145	-3.981085574322757	-3.4325495669802444	-3.2523359044386906	-2.6320411597949898	-2.9517414904186583	-2.6320411597949898	-2.872319181449616	-2.6320411597949898	-6.256793225517343	-4.094618290389444	-1.8623810652631723	-2.6320411597949898	-2.6320411597949898	-4.398935650775006	-4.1975073127197975	-3.0151759004223484	-2.6320411597949898	-5.374975556363204	-2.6320411597949898	-4.925847539617085	-3.792542445339583	-5.323392904866863	-2.6320411597949898	-2.6320411597949898	-1.8501039727543394	-3.1807700045954816	-5.42003932847768	0.9638883769172578	-2.892821013106863	-6.940193763757661	-2.4186198269048473	-3.142155081125906	-3.9442357110706627	-1.2338034630174441	-3.63746383693978	-2.6320411597949898	-2.6320411597949898	-2.1379436836950765	-6.018959867565687	-2.6320411597949898	-3.2903352826892	-3.9451998567020303	-4.2093293713187645	-2.0357448126410507	-3.4833264079455835	-3.3720869134881797	-2.6320411597949898	-3.151926151761296	-3.8113077466195717	-2.71727791106429	
g1549	-2.423361596372192	-5.801939411502941	-2.0949610017529987	-3.889041358525043	-2.562173484915112	-1.873788326510977	-4.456265782254376	-3.071912463446265	-3.478394409766029	-5.139654621182797	-2.2386670631648	-2.423361596372192	-2.232972711143485	-2.2545056999279827	-2.934911248711164	-1.838036521204706	-2.8103264039103597	-1.9385419922523304	-3.4725548727695483	-0.20236939029751785	-3.6760567717008663	-1.2599238485646518	-2.3420051948888445	-3.0879445722367445	-5.283366679151155	-1.683632901951094	-3.6742709715610915	-2.423361596372192	-3.622065570209016	-2.6559597722891093	-1.947447590751437	-4.490381576755669	-1.6625514994114512	-1.9747046682957403	-4.8112279677651655	-4.213346098723993	-1.4875283439269784	-2.678034972592325	-2.098746529131941	-1.1464801415025498	-2.6471330227132532	-6.200143461681225	-1.8190577929524803	-2.423361596372192	-2.423361596372192	-3.6309175044019386	-3.019544698103555	-1.4452358250356574	-6.53529827958637	-2.8584835011795073	-2.423361596372192	-2.9116195571203263	-2.423361596372192	-2.423361596372192	-3.09951749820253	-2.423361596372192	-2.7246906103342523	-2.423361596372192	-2.423361596372192	
g1550	-1.9736772807594671	-2.1203214618181834	-2.1203214618181834	-2.214383305939551	-3.160420993919156	-2.33691545480253	-2.1203214618181834	-2.5154978350161192	-2.1203214618181834	-2.1203214618181834	-1.0158032570878257	-1.69506934645464	-2.103688403002843	-3.711498268133449	-4.883421030768341	-2.1203214618181834	-3.2945475339761146	-2.1203214618181834	-3.089255059893668	-2.3517149626557092	-1.4893797200690022	-4.133432059630931	-1.195755513546256	-4.588138737772937	-2.1203214618181834	-2.1203214618181834	-2.286515986972937	-2.2150421116077252	-2.1203214618181834	-2.1203214618181834	-3.7054077162153805	-8.925333670323813	-3.0234494832265497	-3.6619396210319226	-3.921566673361101	-6.050550230524234	-3.0173936897841416	-2.1203214618181834	-1.708694358345866	-2.1203214618181834	-2.3571185743974987	-1.637495733856365	-2.9989164436394997	-2.1203214618181834	-1.6473881115149518	-2.785576736891879	-3.075081396635008	-3.9391015043752806	-3.010185423624147	-3.287636209552006	-1.6734015325238398	-1.500026806972281	-1.3599071994346987	-2.2236109954417964	-2.9709053673238524	-2.1203214618181834	-3.297849594313095	-1.7585843447132268	-1.3076879672411337	
g1551	-4.746634427779957	-6.41885096177004	-1.2481524110614977	-5.953404502238223	-3.556402866425353	-2.0517386859707574	-3.8734203713604547	-3.644110342077817	-3.410641483060835	-3.4329055525002525	-4.988249260993232	-3.5184363547083493	-2.1240020943315954	-3.620470602582061	-3.1247672427750732	-3.1619760501544394	-1.9064885004052865	-2.928466499526487	-3.0392517559706236	-3.154184814778426	-4.182251673412195	-4.411238313114829	-2.3742928795831713	-3.5782149502987703	-3.633425432373564	-3.4329055525002525	-3.4329055525002525	-3.4263752398474576	-4.707917352228342	-5.800780846424433	-3.4329055525002525	-5.845513552818712	-4.392028047176961	-5.91366405503517	-2.8735249342739895	-4.3503039965477885	-4.812829753606549	-3.0334750296655004	-3.6886944479169443	-3.480094638855081	-2.4257274974209784	-3.1132259434808347	-7.394044380913444	-4.5001891376732805	-3.6075658821882355	-5.279199513936798	-5.050791001347177	-4.202808346625606	-3.0941669556908926	-3.4329055525002525	-3.7085380378559996	-3.589115456390794	-2.652386686502185	-4.295929794868357	-4.184983395796296	-3.4355751335194884	-3.4329055525002525	-2.403309261922495	-2.6295968002320724	
g1552	-2.742292402995076	-3.616931572589343	-3.040777955384868	-6.598007867474181	-2.742292402995076	-2.564461010492726	-2.742292402995076	-2.742292402995076	-4.972037473002338	-6.884286146732595	-2.742292402995076	-6.022453655937239	-1.9408607274461451	-3.388545813471074	-3.6967642332679485	-3.5266778698225822	-4.518287737996697	-1.2418283000348862	-1.9124719843517417	-2.989730027446346	-2.742292402995076	-2.983055853053566	-2.742292402995076	-6.153808588587169	-2.742292402995076	-6.53161340220318	-3.068168710331299	-2.742292402995076	-4.8384894341967835	-2.4917295708551577	-4.142727910414497	-2.405131307894262	-4.041290040249112	-4.651863619514106	-6.820494860650083	-2.139345303755733	-2.742292402995076	-3.0798889811134753	-2.742292402995076	-1.1305444855283022	-2.7684182502066004	-3.6441448858438346	-2.742292402995076	-2.139302408278692	-2.742292402995076	-5.064730121941732	-2.6891573505832174	-2.742292402995076	-2.742292402995076	-3.4988456257219926	-4.7243503458651075	-3.7220676071197016	-2.8858408980454704	-3.3361012735372855	-2.7675093520208778	-3.3739772304684643	-3.5530874270099457	-2.742292402995076	-6.235444556269124	
g1553	-6.3563957152287935	-4.056688052523018	-1.1282005002111524	-3.783992286445658	-3.762103160339211	-3.552957126461676	-2.878066184714924	-1.1908915580811013	-2.005857675988134	-6.44941607368595	-4.388627526885819	-5.776734641334226	-2.878066184714924	-3.3785303207026196	-2.57799095742199	-2.6110941159609307	-2.878066184714924	-2.878066184714924	-3.730141461070067	-2.878066184714924	-2.0839545087248315	-2.878066184714924	-3.107417793229852	-3.198738682316559	-4.689116411503192	-2.878066184714924	-3.8333308248369926	-2.286311222710591	-2.878066184714924	-2.878066184714924	-2.878066184714924	-1.5964094119141923	-3.059819715503408	-6.098283133739693	-2.878066184714924	-3.8543355861744133	-2.878066184714924	-3.4922142157718152	-4.661222576335262	-2.878066184714924	-5.940020151261343	-4.2550614020903765	-5.007843013493611	-5.359804077191222	-0.9681672619953702	-3.4607275129068498	-2.878066184714924	-4.148032918702677	-3.786804788671443	-2.9483633994310647	-8.773741657669651	-1.930578289202008	-1.900990797837479	-3.4549979672439615	-3.4850942377410505	-7.69053395150403	-3.4792340098286836	-3.4949562419050992	-3.010177964403459	
g1554	-5.452656041004343	-2.013665864462369	-2.013665864462369	-2.013665864462369	-6.2964853382176065	-2.3040302256113008	-3.9114407604304966	-3.4791090217304923	-3.1275131947885355	-2.013665864462369	-2.013665864462369	-3.452007142230656	-1.3896703432736148	-1.3593363547526272	-0.9442181412846533	-2.978815948766768	-1.17637052976246	-2.908131610114633	-1.0155646719875517	-2.013665864462369	-2.013665864462369	-1.686435147890947	-2.7486408308611283	-3.555073390141173	-4.223511232239301	-1.8474011337779066	-2.1994172271369705	-5.665836330602059	-2.013665864462369	-1.334420037877961	-2.556671206832123	-2.0464322831100175	-2.820041437646312	-3.015922564539103	-6.286416790139596	-2.013665864462369	-1.2778378816675682	-1.7096208856426125	-2.510022964655279	-2.795076564041824	-2.013665864462369	-2.490789068346148	-2.4118765432213993	-2.013665864462369	-2.013665864462369	-0.5005035879708938	-2.013665864462369	-3.1816336901309437	-2.489871742832907	-3.9304737593793497	-2.826086274957301	-2.013665864462369	-2.013665864462369	-3.434059477010438	-4.953135165723054	-0.28913595394125385	-2.063027556786913	-2.161565950221557	-2.013665864462369	
g1555	-2.678774621327677	-2.1505897533216483	-1.1981195560139775	-0.8926169346323874	-3.8744086150163355	-4.4501274034315115	-2.515645287409155	-2.6021025174909216	-1.951113482055668	-2.6360634132302603	-1.1572866083022397	-5.4435375409325	-1.7115019494427208	-2.30564886380829	-2.275068230926874	-1.2712664680803683	-2.141559014446329	-0.8713880553044341	-2.6935726001785834	-1.237555283220305	-1.4846427912276818	-2.449605251325748	-2.5537903606475343	-2.2807165369918256	-3.043667136565814	-1.4556896469002083	-3.943520515557586	-2.5885914299510495	-5.015759198739823	-2.8564645280245524	-1.3813837644443414	-2.7210818555355036	-1.6942874650915212	-3.1777288986010865	-2.0295591801941333	-2.4508178056288474	-4.904038323515858	-4.329239835890497	-3.104513909742907	-2.4370535976232506	-2.2662866362598963	-3.6031384907819	-3.4721771593467694	-5.2489778473467625	-2.0971479674918974	-3.4912851819073976	-5.6118151061295585	-2.1473512335154425	-5.26192573751176	-2.283451693600309	-2.7959024635620957	-1.6422509757205779	-3.43736609808265	-3.097120470863648	-2.781579318409557	-2.6949110322958956	-3.4445615004181724	-4.003355666590434	-1.924208521523552	
g1556	-4.39970184003233	-3.2793818080465105	-1.6318686443112416	-4.198759876368936	-1.9400562632767417	-1.5459167792530515	-1.4063383594336714	-1.9400562632767417	-2.5044475391717205	-1.960116154284461	-2.368394645704211	-1.9400562632767417	-0.20672501556913972	-1.087028294819542	-2.6316704466240965	-2.8971326994830586	-1.9400562632767417	-1.4682645214464505	-1.9400562632767417	-1.6766663963817636	-2.8439607034054584	-3.2326288730046437	-1.9400562632767417	-2.2563118571235097	-3.61627392385918	-1.9060982707793868	-3.5822683323367994	-1.9400562632767417	-3.987869706067204	-0.7591435024171111	-2.081726485759842	-1.9400562632767417	-3.616797707594609	-2.053021983760401	-2.2008927948212884	-5.677506940954382	-3.144797635348512	-2.518965645700766	-4.78481090171249	-2.4699372505673667	-3.322691482497823	-1.9400562632767417	-1.7083239029516886	-2.431146790243173	-1.9400562632767417	-3.13075376256681	-1.9400562632767417	-1.7850677484824988	-1.9400562632767417	-3.391950533882732	-1.9400562632767417	-1.9400562632767417	-1.9400562632767417	-1.9400562632767417	-3.3822426363123723	-1.2119892360103366	-2.874052720044873	-7.229675184192302	-1.9400562632767417	
g1557	-3.7031313342743513	-4.003209813526254	-2.520631220715436	-4.993008930764688	-3.581948686998112	-3.660639931240773	-2.7319058087500934	-1.6568911261758923	-3.054260467781028	-2.520631220715436	-2.25973742510967	-2.9899707010580787	-2.520631220715436	-5.726103658973987	-2.5617886789102946	-2.2854590619453785	-2.3894737897854856	-0.48685897979828036	-2.520631220715436	-5.157293529553423	-2.457189250051581	-2.9747500328545686	-1.7574426123393387	-4.78973917325292	-6.613675514098307	-2.520631220715436	-3.613981070478472	-1.6091034381886133	-1.4374122252375983	-2.520631220715436	-2.520631220715436	-2.520631220715436	-1.447457665430871	-4.16170748659323	-3.7778641538755586	-2.520631220715436	-2.520631220715436	-4.030317464839618	-1.9965110862912674	-2.8526359853543712	-4.1143053551933235	-2.7108029396765305	-5.39578187507736	-3.223921831889582	-3.0064064294469945	-2.520631220715436	-1.2887306559778426	-1.243673512932836	-2.9009115934227223	-2.6841323944032616	-4.370071522136236	-2.7217797000484296	-2.7958068857098306	-4.151833827157014	-1.507735131777341	-3.729668653094941	-2.4439954236051653	-3.2410472050184027	-2.4251680021108353	
g1558	-2.3097645890874374	-3.0514250022971785	-6.775292682963367	-4.171036721141823	-2.6932684918614136	-1.7868438015181438	-3.16603256239623	-3.4912355071245527	-3.7731438793899406	-5.3038352109428875	-1.6172563563375775	-2.7165134354893836	-1.9347616435250405	-2.3949515005807522	-2.8641310328031637	-2.6627367357497076	-3.8124814069307362	-1.9347080685814273	-3.211116715974925	-2.9194151753369098	-1.8929822271684014	-3.220332359560796	-4.28821176203356	-3.6969273098099014	-5.773542766926944	-5.695723134084275	-6.033945113930509	-2.6715937307905824	-3.1753483148267896	-4.548227662954744	-3.5103764585173223	-4.575099981773258	-3.165866696865824	-3.277841189940707	-2.371258465407838	-4.665774076097613	-3.181213883875331	-3.4729666977276734	-3.490026509076871	-4.573058636220354	-2.1631277417104378	-1.5546923897031517	-3.7281890140362464	-2.672113588058874	-3.063049254162871	-3.4059646033343953	-3.9356183881678835	-3.0157742914356986	-3.0165840286658714	-2.209033115882104	-3.0284124177508143	-2.553319050659677	-2.596059143729922	-3.3493032950091908	-3.276692553238669	-2.7902622452961467	-3.980569361508276	-4.029008189337732	-1.7026009356792677	
g1559	-3.2509755388888073	-3.0329081414572627	-2.4016664774888303	-4.438401115477127	-2.4016664774888303	-3.682825617919883	-3.443325157200056	-3.0708089246216104	-3.4763922798731097	-3.1908523040709804	-1.0470349897312683	-2.4016664774888303	-2.4016664774888303	-5.972454109674605	-5.41266957654686	-2.4016664774888303	-3.176707157801733	-2.4016664774888303	-3.7415722528783673	-1.833546770209613	-2.4016664774888303	-4.344338963988424	-1.1084626025542814	-2.488738436241038	-2.4016664774888303	-2.8261920053249243	-1.5778057588088523	-2.504845181802472	-4.053987260493906	-2.6689506509271586	-2.4016664774888303	-4.3318470073517545	-3.09846529767718	-5.434065094182291	-2.4016664774888303	-3.0949017674836545	-1.403064857612768	-2.4016664774888303	-1.6394840463591893	-1.840393552231212	-1.9560452263129264	-4.784105248272943	-3.1717453878838966	-2.4016664774888303	-2.4016664774888303	-2.4016664774888303	-2.4016664774888303	-6.328162446847172	-6.365502635629558	-3.0595189923967987	-5.888173821353978	-3.753125461030062	-3.128421264081074	-2.8292032329955865	-2.4016664774888303	-2.4016664774888303	-2.5588480171539008	-2.578094334428332	-4.111359684064417	
g1560	-4.008454391592909	-3.3121156054105136	-4.09969867249646	-3.092401695635105	-4.937539499217266	-2.9718368532023565	-3.3121156054105136	-3.5260411091195554	-6.762970989057675	-3.8637309019328994	-1.0419509520060726	-2.429684746327417	-1.03133265391578	-3.2569727308577407	-4.235855339163934	-3.748440530206807	-3.4766518898232723	-2.4676850357525084	-2.2124203624828707	-3.3336745998072668	-4.359137748424244	-3.0239619697997937	-3.318198258900641	-3.379653073342212	-3.3121156054105136	-3.484498261286979	-4.892612116110547	-5.008315423075994	-4.582148003710393	-2.7428155444970272	-3.840755239648082	-2.5413143925220987	-3.3121156054105136	-6.291402406431743	-3.216153150834441	-3.2820614913967514	-6.000009233277809	-3.4856654435257046	-2.8571657421448835	-3.3121156054105136	-3.6530984592581244	-2.3577638564455077	-3.0670196680803534	-4.241469393837646	-3.82209252257597	-3.2954396205101015	-3.3121156054105136	-5.235611126432211	-4.36137378980529	-3.3815312834356233	-3.8008131635145572	-2.02085536636147	-2.9993761803474532	-5.010547123261913	-4.776574806985539	-2.6371183321368044	-6.980963465478007	-3.798073113319627	-3.1718889959069	
g1561	-1.7323284444720897	-5.009709040938534	-2.4781992246794213	-3.674539898089911	-2.633022395648381	-3.2862827615306633	-2.4781992246794213	-2.4781992246794213	-5.231546157317432	-2.4781992246794213	-2.0443282392506537	-1.7834566326417063	-1.439402422100163	-2.3598652005453475	-3.41751259735258	-2.4781992246794213	-2.4781992246794213	-2.6676300474144536	-1.858106875761512	-3.184844325298343	-1.8031532739296132	-4.89384924080859	-1.8667365378364456	-6.376751916435414	-3.676864701456703	-2.977190479180127	-5.090603774192439	0.6112762692359267	-3.0736361571482624	-2.4781992246794213	-2.4781992246794213	-2.4781992246794213	-3.0054468164412333	-2.4781992246794213	-2.8790129158161957	-5.631781013096613	-2.4781992246794213	-2.4781992246794213	-2.472393133772144	-1.7812411468982674	-2.950904592363511	-2.4056343074493682	-2.4781992246794213	-3.114647425553656	-2.757461610743094	-2.618166788930592	-4.137833188375199	-2.2437395284218313	-3.899143678169821	-2.854523394975772	-2.8042000470628423	-2.99088792090008	-2.608147638032585	-4.105919067334127	-3.3058169254198977	-2.858029547885232	-9.577605771005928	-2.020381451955096	-3.720751495369319	
g1562	-1.8708357011314372	-4.283146132851065	-2.9973478803272995	-1.445212745353839	-3.0478274876473637	-2.8299472601228834	-4.679766495898587	-3.3140878308842856	-1.208471337932575	-4.156712251642245	-1.793701863932823	-4.099553810402575	-1.783474359943775	-2.136638743038774	-2.4207271515553415	-2.040710575972106	-1.7875093103404613	-2.4495986494094106	-2.5077460677380152	-2.8041264360821727	-1.733843136353382	-1.8315649368777371	-3.867618055866069	-3.6372349524997363	-1.704098339150349	-1.6681022077435668	-2.2383749999747815	-3.290038770815499	-1.2432397064917038	-1.7131425031440741	-8.43627314487586	-4.440348043073724	-2.5063281246514775	-2.1215788900733163	-1.6716276620085542	-2.5077460677380152	-2.5077460677380152	-1.9610413398822732	-2.6800382296188285	-2.023683912260373	-1.4902210693314084	-2.793926965748379	-5.992552028040008	-1.342509988000646	-3.050490466109552	-2.5077460677380152	-2.1307508038691276	-1.9082852736041471	-3.5684165491221127	-2.995632377686202	-2.5077460677380152	-3.2990844929127614	-2.0072902185147856	-3.358471833325896	-2.1357762095456945	-4.7590824601963675	-3.389148907126159	-2.3511813336884297	-1.4666240398908772	
g1563	-2.898496023585626	-2.7059286966611853	-2.7059286966611853	-3.0921433146129815	-3.258314564844796	-2.8856173156655602	-2.7059286966611853	-4.207577062948248	-2.7059286966611853	-6.312781609517461	-1.3002629135528794	-2.8206968769846537	-1.303066069831284	-4.064725387278891	-3.114708819443954	-3.0345976530384657	-3.8669457815766064	-2.7059286966611853	-2.190253012753881	-4.638889188795751	-2.1007810506404696	-2.4641736943140686	-2.7074744684137944	-2.7059286966611853	-7.8580361648407875	-4.048837169058536	-3.0835447572898436	-2.090937105638327	-2.7059286966611853	-2.7059286966611853	-2.7059286966611853	-4.18515922108501	-2.33119827617341	-7.550323055947197	-2.447599532053295	-2.7059286966611853	-3.009107806732581	-2.7059286966611853	-1.7618608711873933	-2.7059286966611853	-2.0033046682373152	-2.0350335519639287	-1.3033295257049609	-2.217819600236814	-2.6666312271327697	-5.02861538080306	-5.2754845316082095	-7.494570806564876	-3.873092015868222	-4.146772717679673	-2.833732957750706	-2.508076010318018	-2.579596668851363	-5.516475000178714	-4.144929470717135	-6.057365242243998	-1.2049845130509873	-2.895321784163796	-1.2365486621296224	
g1564	-3.7307269884999146	-4.161536888652374	-3.920365860720948	-4.832418900415678	-4.1422536233634695	-2.9541999806067336	-3.248819768534127	-3.625762944841954	-2.5349805108727756	-5.27771029958531	-2.408546084263002	-3.1271369123159367	-2.222480775055618	-2.965383862173607	-4.45036197506712	-5.18570433462325	-3.627208583998559	-6.661217755648385	-2.4433126024869347	-2.6254267561373514	-2.311327261660857	-3.248819768534127	-2.1437488877176794	-3.8029297564715767	-3.6417232106322817	-2.761408773342994	-4.031435273746277	-3.2982611097428443	-3.248819768534127	-1.6759959186055704	-2.184509887002782	-2.5884781424400956	-3.9545085409007585	-5.570700679268325	-2.7182800748684772	-3.84388489234335	-2.768709390268665	-4.944795555144912	-2.4363849664706625	-3.8930932049590896	-3.814763685420117	-2.0665784371923723	-2.2514214310617593	-5.381916242715026	-2.1169227285806818	-2.966708807340456	-4.585797830062779	-2.9897498640565674	-4.5180834389701765	-2.2771073506267223	-2.1897052563213673	-2.333661509461189	-3.274222517573667	-4.411667806718001	-3.4736859510200424	-4.866122981888055	-3.6904866408804127	-2.2548401300862153	-2.7500125686218104	
g1565	-2.3530189723154944	-4.665115075511722	-1.5063485674651544	-2.5384450817874775	-2.5384450817874775	-4.77042568730675	-3.5067844829882215	-2.0577820400192595	-2.772951226964585	-3.3051322846172813	-2.835481436764525	-9.946851063573636	-2.5384450817874775	-3.527982285760452	-2.2450338463841892	-3.2281110418223187	-2.471496691926584	-1.2220539086174584	-7.6278049418385425	-2.5384450817874775	-3.953975594929921	-2.7799771922944716	-2.8063569223573936	-2.9967950088596407	-3.517243391629231	-5.146412435819919	-3.7635840416582016	-2.5384450817874775	-4.570767504639088	-2.328296752408109	-2.134996567952208	-2.5384450817874775	-1.9958279933156577	-2.4299412745064077	-2.202445749805349	-2.7919772491988426	-3.452223203647356	-3.3790030311585437	-2.5384450817874775	-3.19872543619193	-3.048662870979874	-1.7488978008629237	-2.146314076621356	-2.87819415240619	-2.5384450817874775	-3.333577152302164	-2.9931699215034016	-0.9449487613440044	-2.5353819145663583	-4.108243627455422	-2.5384450817874775	-3.4760808016139113	-2.5384450817874775	-3.845372073234705	-2.5384450817874775	-2.4382994591375655	-3.4893331671711585	-1.2908611420137353	-2.5384450817874775	
g1566	-2.4130383479136417	-2.3600833701408876	-4.237335845897777	-2.2203712682137344	-2.0908705409157635	-2.0053821742528015	-2.3600833701408876	-2.8396477105343756	-2.3600833701408876	-2.525513077172054	-0.9479069049767125	-1.1029546414204794	-2.8649658848446706	-2.5434150077253648	-2.232043559622198	-6.202659577931011	-3.100350049065112	-2.3600833701408876	-1.2131594460506976	-1.9494439739621383	-1.9497026734892882	-1.741078322614016	-1.059473889336843	-3.2551018109932475	-2.6580643353620133	-2.3600833701408876	-3.7204038708105838	-3.2409597279132947	-2.1505483081832506	-2.3600833701408876	-2.3600833701408876	-6.595131747038569	-2.928500910863864	-4.097180837214475	-3.099902441698199	-4.4323797911495495	-1.812956949041615	-2.8419939515939827	-0.8725912303343563	-3.8479791326615334	-1.215596527628117	-2.924935678953019	-1.0917804289396664	-5.151803053601822	-1.9563078733477175	-2.8547112282291023	-4.942307132831655	-5.31974838742943	-2.997902074241311	-1.2527896448234563	-2.7906466690066867	-1.7331039474538814	-1.60020984251333	-2.217094965004316	-1.752646033862042	-2.3600833701408876	-3.3112914587786255	-2.621002818961509	-2.718033131909454	
g1567	-8.024959777611636	-3.329153864351037	-2.628822561102289	-7.257466803553023	-3.200965759547104	-3.189574994224664	-2.423448661796942	-2.178294601497403	-2.423448661796942	-3.3031942315441847	0.07026982876930638	-3.042991780208132	-2.383140562850671	-3.2800048365107792	-1.2052196853640942	-2.388695214767557	-1.7077531127748407	-3.143156097567172	-2.423448661796942	-4.634061156387208	-2.473913811146371	-2.9296538590412697	-3.235810132610201	-2.700450538394475	-1.5218710267727826	-1.3526628413556796	-2.423448661796942	-2.2688584755140515	-2.8327260262802363	-3.92419959662606	-2.3003275557093765	-3.1324171613004985	-5.645720569517188	-1.9666045468148652	-2.185881116604832	-2.599348408011813	-2.423448661796942	-2.1057464286338994	-2.374279965409071	-0.29963866721676113	-2.423448661796942	-4.998878596281487	-4.1405608887464105	-3.4120444171597257	-1.7840351765453533	-2.423448661796942	-3.6419548890843303	-3.861168758718808	-2.423448661796942	-1.5479947898859818	-3.8288259731261696	-2.423448661796942	-2.423448661796942	-2.423448661796942	-1.955806366479445	-2.423448661796942	-4.455621191102603	-4.513296854538023	-4.165987206299339	
g1568	-1.734798371242778	-2.949622290846523	-1.9727710517737083	-2.9895810591379077	-1.6581007601563318	-2.0828967314371254	-3.4350174651608967	-2.7556000087544508	-1.9727710517737083	-1.9727710517737083	0.0694134612716487	-1.33684668989769	-0.6176426210768858	-2.4436186547482888	-2.9475618465021114	-4.3659011890711295	-3.42539272881077	-4.611420285204073	-0.7298442630703227	-1.3166754384449455	-0.8777593261909528	-1.0401942414427816	-0.8540382722310579	-1.9727710517737083	-1.9727710517737083	-1.9727710517737083	-1.595175334703371	-0.9556058806415466	-3.668535997973156	-1.9727710517737083	-3.0575958474579217	-4.151879988720621	-2.2948306762926656	-1.9727710517737083	-1.7260712035308232	-3.0303834716814917	-1.8555045716864813	-2.545259775930184	-1.3828858628529457	-1.9727710517737083	-1.4025651278410098	-0.7973678884001806	-2.8799878695960017	-1.9727710517737083	-0.9987223381144449	-4.276667348347155	-3.013858514345359	-8.10472219944005	-1.8403398165878935	-1.7171972686568315	-1.900874494860742	-0.016498868419236624	-1.2771597977065405	-2.037100108932231	-2.3779392754078095	-3.5805027528150637	-9.765229712089937	-1.552520248369767	-0.487411031091932	
g1569	-5.809290585527398	-4.986715739980194	-3.260428368348496	-2.0863725758678346	-5.0010668345248614	-3.157098802691767	-2.7622992382809075	-2.5230109190404453	-2.3960957349026093	-5.247428808711072	-2.7962559619045666	-3.697739213755748	-4.513452683988627	-3.157098802691767	-7.195540890856186	-3.812250492585156	-5.883556309578975	-4.066473651810794	-3.6249051702271484	-3.157098802691767	-3.902736570649497	-3.157098802691767	-5.449327821191756	-5.046801821319007	-3.234661038613674	-3.86882461737954	-3.157098802691767	-3.720338061310982	-3.854526088108857	-2.243106516515234	-5.804535978775073	-2.9781220324262883	-3.157098802691767	-2.8770343381032593	-3.5259209372607074	-3.157098802691767	-3.157098802691767	-1.438174353475139	-3.7543145053624314	-2.899975047268275	-3.157098802691767	-2.5256958366539477	-3.157098802691767	-3.388486891376135	-3.393918597049188	-5.832327617000503	-4.374873109848677	-4.5317332504881085	-3.3994090066344462	-9.886655391726718	-3.5689038337937244	-2.593929246949968	-2.894461371488118	-3.157098802691767	-5.417107230827769	-3.355680744816048	-6.844364322510126	-3.157098802691767	-3.157098802691767	
