g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	
g837	-4.320128904940221	-2.7853600568810215	-10.214749107994225	-3.4268234657445458	-2.1080909531162653	-3.1818038709782916	-4.217054718161344	-2.8647203889361736	-3.0974504900607682	-3.3356992146599627	-29.598694538421746	-2.5462453931483027	-4.026185274636776	-3.0974504900607682	-2.5794906495110967	-4.937377380669096	-2.438307278601691	-3.0974504900607682	-3.0974504900607682	-3.0974504900607682	-2.2980538643198614	-3.040681585290227	-3.0974504900607682	-2.3893593105207134	-3.086813774511005	-2.4651593640996508	-1.8489908288156602	-1.6332870438958935	-1.3316993014613507	-2.7727374960452997	-3.0974504900607682	-4.197864698860285	-4.094187019048235	-3.0974504900607682	-8.636373613443519	-2.1183112788381093	-2.204754539832584	-4.354907085190138	-3.0974504900607682	-6.1268325177101435	-2.130700292356021	-1.4046873111092768	-2.625955061634964	-4.317150825639008	-4.741026559772275	-3.8900581212389485	-2.5933526532632785	-1.8334130859295503	-5.927523709486737	-2.8355009079820075	-1.7291774810359732	-2.79823602983561	-2.7131188522118386	-2.7553564542606015	-2.4759888921998177	-4.451697289865956	-3.0974504900607682	-3.0974504900607682	-2.6501376638591365	-3.7214244853404823	-2.3803960983122696	-1.9627211959521769	-2.691787178425392	-2.0853801567101358	-2.240216055855031	-2.780908941753803	-2.280685112655481	-1.1061864801524939	-2.045133690098103	-3.227016447861896	-3.9302676624336748	-3.0974504900607682	-1.3485460113312824	-3.879382638782058	-3.0974504900607682	-3.529666167511783	-4.920953051214275	-1.7278573380358242	-3.0974504900607682	-1.681616935893739	-2.4249208672120206	-2.9072105165402187	-2.8804446153047176	-3.0974504900607682	-5.61504017791392	-5.205563338195578	-1.9975692923861392	-12.088170396745474	-3.1485335937025614	-4.921802532570115	-2.9680402586024552	-2.0224574157317114	-5.19812948642474	-2.4876213919244545	-3.0974504900607682	-28.255806824898738	-3.0974504900607682	-3.235144328745296	-2.1844245711374275	-3.0974504900607682	-3.0974504900607682	-3.0974504900607682	-3.0974504900607682	-3.0974504900607682	
g838	-3.3229492355129513	-7.656544546522361	-1.434402824145775	-2.4383350393682894	-3.3163604917341427	-3.0435201837282975	-3.1328942704973457	-3.709115651897905	-1.8603995354144856	-17.119503496296254	-1.2789336312689499	-4.598733274925902	-2.1616532634787693	-3.760586700139337	-2.996095596086846	-4.0030656650017695	-4.065883621060918	-4.348133165234756	-2.051100179333698	-4.264235227719016	-3.1635247729869485	-3.1393875610325956	-29.78632154159752	-3.719047217117584	-2.2036110703185763	-3.0660625191262874	-0.5360528044452654	-2.923577724541398	-3.1635247729869485	-4.513913805797765	-4.302029516087742	-2.0801540767020836	-3.1635247729869485	-2.338615223820242	-4.116285352941905	-3.1635247729869485	-3.0046240265254474	-3.085588555718989	-4.111447090868232	-3.1635247729869485	-3.595620004121877	-1.7520279211298384	-5.671531148217573	-2.2584251525812045	-3.1635247729869485	-2.020925838854548	-1.7478494712450139	-5.4365880166626965	-1.8150377947715746	-1.8651219456568884	-3.6073528560357366	-3.085588555718989	-2.050981008741612	-3.4761042001730327	-2.9766989853779706	-2.0733932587486836	-3.1635247729869485	-3.1635247729869485	-4.11741811946691	-4.907919618720242	-2.728685563332449	-2.1975999598851605	-5.624510100969913	-6.5274914330829406	-2.631951739636384	-3.1635247729869485	-3.519197199355206	-1.5341483064977601	-2.4455976807088975	-3.1635247729869485	-2.924672749292935	-3.6545185759003664	-3.1635247729869485	-3.1635247729869485	-3.1635247729869485	-3.1635247729869485	-3.709150989602163	-3.7892620381131294	-5.371833000713677	-3.175272872767897	-4.269233983583518	-2.137330410731602	-2.4361154345179656	-3.1635247729869485	-5.795058008530536	-2.3484790270353777	-1.8067018734686904	-3.2611889370296834	-4.73828510294007	-5.82582371511663	-3.3282901486675565	-3.5994620704162714	-2.4148415530091043	-2.253333079184424	-2.091110253026279	-5.521514782248605	-2.0425810180720543	-2.3685410843175916	-3.5700359564830535	-2.1763013148797996	-3.0608407467514245	-3.5762174728993616	-2.5788019840337193	-2.024848641606679	
g839	-2.2688792520914056	-2.7560676791092145	-0.223474848578088	-3.709846991667119	-27.404217931680755	-4.3493481279774535	-3.9167940765733937	-1.4354463446391597	-2.7560676791092145	-2.7560676791092145	-0.9951613076118591	-2.7273795453370084	-2.7560676791092145	-2.2742087372445847	-3.5584315335220476	-6.649204061100311	-1.60270913872243	-4.645299606644394	-2.541198058410986	-1.9175341764405884	-6.204155197639961	-2.8211260418302047	-2.7560676791092145	-2.958672900513001	-2.7560676791092145	-2.8900507482491085	-2.7560676791092145	-2.7560676791092145	-6.53951952995999	-1.9153914246821906	-2.6856321991059247	-4.698997743967186	-2.394410848688886	-2.6347369017889175	-3.5317866469933015	-2.820106829466452	-2.299100372346622	-1.2516109053549869	-4.621434760337479	-1.202571917847687	-0.5102515668796648	-2.7560676791092145	-2.827256483239813	-2.1432068466925185	-2.234465253637023	-1.1159100908664668	-1.634281016129919	-2.947314235527137	-4.097640804995361	-2.7560676791092145	-2.7560676791092145	-2.7560676791092145	-3.294774043383635	-2.7560676791092145	-2.773984783597012	-5.1162853529419055	-7.319160776185504	-2.760283717116776	-6.175309063223853	-2.855170479161191	-0.9736956756480915	-2.499809820158018	-2.7560676791092145	-2.7560676791092145	-2.9635318329307085	-7.1416274409332585	-2.7560676791092145	-1.781404798449143	-2.8049044228227817	-3.4651415485992816	-4.577558720808064	-2.195716480607626	-3.335407937646882	-2.7560676791092145	-5.510292664033619	-7.993459243104936	-3.32655212141281	-1.0026858097937805	-5.897973500872466	-2.7560676791092145	-14.706768280449086	-2.7560676791092145	-8.761017534007474	-2.7560676791092145	-2.7560676791092145	-2.7560676791092145	-2.7560676791092145	-5.39896913065119	-5.186524564289711	-2.7560676791092145	-2.7560676791092145	-3.6052444230102774	-2.7560676791092145	-2.7560676791092145	-2.7532524063984907	-2.7560676791092145	-2.5013430713550706	-3.1090475285429777	-2.7560676791092145	-2.733841432549932	-2.5674192045832274	-6.422288401236316	-3.9218274118718814	-2.7560676791092145	
g840	-1.9190676617768014	-1.92885392729684	-1.4548264668716993	-1.7088835386331458	-3.293078334573641	-3.4634872417699656	-1.92885392729684	-3.220392897407319	-3.0507297280688355	-3.4027075446877233	-2.5636181885968585	-1.782931122313703	-5.366692129676019	-2.438183321802568	-1.92885392729684	-1.92885392729684	-1.8452381051536269	-3.889396216149246	-2.870273960896105	-1.5937443685991404	-2.6396162498026086	-0.6881106149668053	-3.0800615073958553	-1.92885392729684	-7.030848581573231	-3.7287608713198943	-1.92885392729684	-1.92885392729684	-3.327855303653074	-4.534161324948795	-1.92885392729684	-4.019334629522108	-5.370650694182338	-2.472486378974834	-1.92885392729684	-2.918115033270773	-1.92885392729684	-0.6839570960308552	-3.0150825945730797	-1.92885392729684	-1.92885392729684	-3.204233052217608	-1.92885392729684	-2.091320988595373	-2.115889860282826	-3.2719674578314764	-4.561084487542275	-1.3889619095491161	-3.8287331130453577	-1.92885392729684	-1.92885392729684	-4.188699003181371	-2.53302040861823	-2.253520040920113	-2.2997378552532965	-0.5107050663694043	-1.92885392729684	-1.219751753705672	-3.4397595308811595	-0.4490334470296572	-0.3692024996961405	-1.6461763598573806	-1.92885392729684	-1.92885392729684	-1.4542294340408735	-0.5028051079738853	-1.084932734092878	-3.447878731132137	-0.6542395815995989	-0.5733473675063007	-1.8480376819030289	-1.3675064122663743	-2.498980677430384	-2.4760395325486533	-1.2381748634349563	-4.840215832884058	-2.9893650487139087	-1.92885392729684	-1.92885392729684	-3.0904956864393975	-2.0958238521754504	-3.3387611791080274	-3.309792833413166	-1.0787991312042013	-9.701788671000829	-4.190000451461189	-1.92885392729684	-2.093632335415541	-2.9959126602738873	-3.998679377795414	-3.9499918360494433	-2.8153484125423542	-1.92885392729684	-1.92885392729684	-1.92885392729684	-1.92885392729684	-1.92885392729684	-1.92885392729684	-1.92885392729684	-4.010983432945455	-2.21095703175285	-1.92885392729684	-1.92885392729684	-1.92885392729684	
g841	-2.6767999469290586	-2.679717659616661	-2.4747329082979674	-5.276587756885588	-2.6114621772441327	-3.2171151986501014	-2.093571140686314	-1.3462979086065388	-2.679717659616661	-4.473181911846214	-1.432843996289213	-4.115034858765592	-2.679717659616661	-2.6184712164033233	-2.679717659616661	-1.9896498118304327	-2.695255342281369	-4.851258090580334	-2.7631706645136003	-2.8666995237702233	-2.4181185363086657	-3.2920618365963916	-1.4932965131993434	-2.8685035721908547	-3.6163482329482646	-4.325499013757119	-2.679717659616661	-2.6350769313660924	-1.8719574061005968	-3.6958238242028774	-3.521846169648911	-3.084720041749284	-2.679717659616661	-2.4579896444633906	-2.679717659616661	-4.53784392521017	-2.6241542753321765	-2.679717659616661	-2.009262921328968	-5.5016305273273804	-2.9186556119641884	-0.8039428614923971	-2.3631472940632077	-2.179484496991405	-1.4062005398421686	-2.0715728231243147	-2.054710255776887	-3.945637711550311	-3.7069239059633925	-3.1777029797768206	-2.86775220170156	-3.3507528951798387	-2.679717659616661	-4.256067509309398	-1.5551209435844409	-2.8008773579863995	-1.8300675436031697	-2.679717659616661	-3.86354609073135	-4.8479371269939575	-11.636947820432548	-2.9653963301038164	-2.9972371698845937	-1.678995525528876	-1.2276474389619525	-3.1909972250609138	-4.76190461258398	-2.679717659616661	-7.36408776818113	-3.9757630098801355	-3.6557079591457415	-5.02985314490982	-3.1087307656327283	-4.205584210537429	-2.214581251323847	-2.679717659616661	-4.287460921887606	-5.112786697048771	-2.679717659616661	-1.7660085470810845	-2.0115879742752116	-3.0649174766813383	-2.0721793798037935	-1.7545462259313749	-4.5086496903440505	-5.747003116878019	-4.344611531978652	-4.525828767183931	-2.2251186979634214	-1.6012118523662309	-5.031739637549842	-2.679717659616661	-3.69974739066677	-3.2976084156919496	-2.679717659616661	-2.679717659616661	-3.582599029723655	-3.045729229855121	-2.679717659616661	-2.09974178756525	-2.038006322579745	-1.2681216511915685	-3.5141436720260266	-2.6214883767462704	
g842	-2.3577548821826557	-2.3577548821826557	-2.1386003888425615	-5.673002535434241	-0.7734914701913204	-5.373028274221061	-3.121549296903336	-2.3577548821826557	-2.3125809226281095	-2.3577548821826557	-2.3770696490798233	-3.3032939207483114	-2.3577548821826557	-3.511608391476285	-3.209439666242517	-2.799057742095906	-2.5378429521526056	-2.321206927643708	-2.3577548821826557	-3.7647385984170296	-3.157141816744023	-2.3577548821826557	-2.7207070093024157	-1.9291318955352472	-1.819597493171351	-6.092955525127201	-4.125843692989923	-2.3577548821826557	-1.3331525325496167	-2.3577548821826557	-3.0951059901418514	-2.3666415002654304	-2.5353317329965557	-33.54844061299206	-2.3577548821826557	-3.321928094887362	-2.3577548821826557	-2.918115033270773	-2.7978644191101516	-2.3577548821826557	-2.3577548821826557	-2.231074664436249	-3.2229696147991937	-2.7524370029286462	-2.3577548821826557	-2.3577548821826557	-10.676539999505446	-2.3577548821826557	-1.7466157641999256	-2.1053180261449205	-1.8815073741305954	-2.3577548821826557	-2.3577548821826557	-2.096907108481949	-1.4635491698052916	-1.254289378011999	-1.5585165204173552	-4.939869585911294	-2.219605903690676	-2.3577548821826557	-2.513400185482939	-2.3577548821826557	-2.4043053931610796	-2.3577548821826557	-0.8311012799745306	-1.6506347224057867	-2.3577548821826557	-2.7821170115602936	-3.3493089558792097	-1.4827747074975413	-4.523796814399843	-2.625044004031908	-7.362899875943669	-2.09132727624553	-2.3577548821826557	-3.7326291536318834	-4.687799537362322	-2.6980612330346645	-1.5833764083671302	-1.385337265063424	-2.3577548821826557	-1.7211869881844675	-0.9205706849970849	-2.3577548821826557	-1.1103766293437842	-1.4323943857530739	-1.9109173073789876	-2.9118990817337007	-2.6261948979140533	-2.264756577204269	-2.1642375813053087	-2.25773503295987	-1.604279086714047	-4.013112972016583	-2.137330410731602	-2.3577548821826557	-7.033723113318662	-3.0829907026100694	-2.3577548821826557	-2.3577548821826557	-1.787368410279046	-4.795515166773558	-2.3577548821826557	-2.6003366961119827	
g843	-2.3327890875191293	-2.687799537362322	-2.8739965275996258	-2.7968615028091515	-2.116940480835239	-2.8739965275996258	-1.7090487815108597	-3.130365444186607	-2.982787779911466	-1.7203781929765798	-3.112786697048771	-2.525330340839057	-2.167913114924888	-3.2778837621813413	-2.363744425173472	-4.311097496345664	-1.9307102872844655	-2.9933466451104995	-2.8739965275996258	-6.368849142274855	-4.167993084183199	-3.903792130927866	-3.7895594012822897	-2.7254699553283768	-15.84047072442053	-2.8739965275996258	-5.343274178101017	-3.00508183902847	-1.7087908272415007	-1.4046873111092768	-1.4905092977152057	-5.075337591982182	-2.3989691306511904	-4.635048427070457	-1.2165852546011395	-2.8739965275996258	-3.115284870903967	-1.9930916306578224	-2.524885909337906	0.07860983469636647	-8.935095080590946	-2.8739965275996258	-2.613520111403766	-2.8739965275996258	-2.7729983254109625	-1.4177330466494877	-1.858305638035469	-1.8795456250584874	-2.6316234854337766	-2.0752159943555015	-2.8739965275996258	-4.475214154215886	-3.351500960816627	-2.2113777793311327	-2.8739965275996258	-2.8739965275996258	-4.866909997917638	-2.57099912306629	-2.9007384196835697	-2.5689358963448097	-2.8739965275996258	-1.8772610280454547	-0.06537027630033682	-2.2886247222842457	-1.630393929968162	-6.521301246753343	-3.4791312096971856	-3.8730271437422346	-3.981467626112817	-1.3277104474813686	-1.8079321155203496	-5.188627618657586	-0.942584387572757	-2.7454245752335673	-6.197207550616104	-15.177958656447	-4.447726326338746	-2.8739965275996258	-1.3462979086065388	-2.8739965275996258	-2.7759580337510266	-1.967634933504694	-3.2736919092345147	-3.7004117227995326	-6.118789597696514	-1.9581695464542426	-2.507993024406045	-2.639678577352622	-1.6957226119343247	-2.8289334771085297	-2.379015053264698	-3.6059326581018665	-1.9034682573063715	-4.503776442465454	-3.553341459886474	-3.3278174923613983	-2.8739965275996258	-3.3075728019102923	-4.4600913777339	-1.8991568755668882	-3.2299861748640857	-5.195050818865204	-1.783886641553699	-7.462944526406156	
g844	-2.935668953754016	-5.5122667054465895	-4.403828671316479	-3.9066020854503947	-2.7579464058255714	-4.204764259048407	-6.629500896797654	-5.074368127653855	-3.346077834616197	-4.010424979419093	-0.46076672913396444	-3.7996714272606615	-3.111193274986389	-3.2157326383999694	-1.9455113544778493	-2.506655231546194	-2.9930916306578226	-2.478060307944362	-5.421051628729464	-4.82418800627827	-5.195869621986968	-2.3515841785675238	-1.7340830856330849	-5.762583128345477	-5.30700155064926	-4.310692114732567	-1.0785636691937022	-2.3515841785675238	-3.9905668276190633	-2.978236025708344	-5.707265359950786	-2.3515841785675238	-2.3515841785675238	-2.3515841785675238	-2.3515841785675238	-2.3515841785675238	-2.3515841785675238	-2.6769526257944487	-3.2941723720137586	-6.6732969930413235	0.11503324294624007	-2.3515841785675238	-1.9463704328043336	-0.735775551436483	-2.5192890981598453	-3.5612632961485096	-1.7775394991373672	-4.987588654980436	-1.0622036593134483	-3.617768354104273	-2.5403585500713883	-2.3515841785675238	-2.955638016924127	-1.6277164871194718	-1.160685336544851	-2.4507298283166006	-2.3515841785675238	-6.477783513828019	-2.3515841785675238	-3.043348544428939	-2.3515841785675238	-2.3515841785675238	-2.3515841785675238	-2.784880575482705	-1.010409113124709	-2.2947740433836357	-2.3515841785675238	-3.646202476090526	-2.3124353209213133	-2.3515841785675238	-4.3933760651553175	-2.3515841785675238	-2.3515841785675238	-2.3515841785675238	-2.6004816150963923	-2.3515841785675238	-3.950892056216757	-2.3515841785675238	-1.5399389790226587	-3.998615677129459	-2.3515841785675238	-4.20468969731177	-4.815572195430598	-2.3515841785675238	-1.677610316549785	-2.710104903888377	-2.3515841785675238	-2.3515841785675238	-3.3778192957794078	-5.618827395283202	-3.17266872938774	-2.9752682554815753	-1.8495014658138071	-1.439528278245993	-2.3345504355015265	-1.4921082177303961	-2.080821890652023	-1.5379110693522673	-1.0526749943475806	-2.4996428775610604	-1.0104249794190927	-4.5274914330829406	-1.3976659471264354	-3.6621861676695926	
g845	-2.3327890875191293	-2.5266170905625795	-1.0291463456595165	-2.5266170905625795	-4.027733785128044	-4.741589620691654	-3.4489811672194284	-2.423526234895169	-0.7475843409673495	-4.430042343586976	-0.9573556625915063	-2.858305638035469	-2.5266170905625795	-3.175272872767897	-3.0081017984969645	-5.264235227719016	-2.6211840169453033	-1.7858751946471527	-3.1514817743288517	-1.7164337610348535	-3.5562847302523597	-1.8084373492992443	-8.960743667961557	-4.301870442546109	-2.038006322579745	-2.5266170905625795	-12.55652913797725	-2.5266170905625795	-1.8508991760453843	-1.1494405793772284	-3.901849978907989	-1.1106043378457562	-2.4488878246440464	-2.0158776056891043	-2.5266170905625795	-2.5266170905625795	-2.631250356005853	-1.1571418167440226	-12.781821449819493	-2.5266170905625795	-1.8763767875307453	-2.5266170905625795	-1.0072302577244407	-4.762583128345477	-1.4866644926601613	-1.0568118015146184	-1.498121750168613	-2.5266170905625795	-2.5266170905625795	-2.0057823525940064	-3.237863830098888	-1.8401125212694995	-2.087426774325152	-1.537424111957796	-2.5266170905625795	-1.8134994423555053	-4.064917476681338	-3.3672184890347703	-15.82038846034281	-2.7169079418249527	-1.7069827279504917	-2.5266170905625795	-1.496956629431136	-2.5266170905625795	-3.083141235300246	-2.5266170905625795	-2.5266170905625795	-2.5266170905625795	-3.310209852276606	-3.2405884674354235	-6.057932212816124	-2.5266170905625795	-2.5266170905625795	-2.5266170905625795	-6.293358942690593	-7.162763952868374	-2.5266170905625795	-2.123433941248279	-2.0898813815372526	-15.17322510989527	-1.7933567760166047	-4.490375091261026	-2.608232280044003	-2.5266170905625795	-5.04358643626572	-2.5266170905625795	-2.5266170905625795	-2.76219157045438	-2.5266170905625795	-2.5266170905625795	-5.414268267034074	-2.5266170905625795	-3.1684178786281665	-1.8341014470737198	-0.888701546597459	-5.012053434850596	-1.2930053842913487	-1.062806288829683	-2.9043905046805967	-2.7133981866152235	-2.525409959176977	-1.8380478410732577	-1.2226328905495873	-4.28611391525794	
g846	-2.8101527520591194	-5.590049746078931	-2.782893391916608	-2.8101527520591194	-8.498504804202105	-2.5445609854369495	-1.3408061050930518	-1.437916357303841	-3.0162493516450746	-2.3763203917059905	-2.8101527520591194	-2.1798414652698352	-2.8101527520591194	-2.616357357296911	-5.620667762068304	-5.12784104277106	-3.844479637885531	-2.4227524644068494	-1.2422939825186565	-2.0764324320674414	-3.1417802337289342	-3.179187922771281	-2.8101527520591194	-2.8101527520591194	-3.465938397578882	-2.3025820060825506	-3.20157615452214	-2.9877339450124722	-1.9081066736334171	-2.2920621826420238	-4.88725983927301	-2.8101527520591194	-1.3725799305987991	-2.8101527520591194	-9.038267038463612	-5.654210798103982	-3.1456555454648614	-3.497581715446328	-3.0872080558131687	-2.8101527520591194	-2.02833538336675	-1.0976097463451973	-1.3213928732998603	-0.5180811221652093	-1.7794223934091011	-0.9638131971521537	-2.196276993225842	-5.43159814557199	-2.506591167438913	-2.8101527520591194	-2.8101527520591194	-2.8101527520591194	-3.6303939299681622	-4.354907085190138	-2.8101527520591194	-2.976758705452929	-2.750493979010853	-2.312773026565343	-1.8929336174861664	-2.8101527520591194	-2.8101527520591194	-2.0110063596570185	-2.2215387678290415	-2.8101527520591194	-28.42226797103748	-2.8101527520591194	-2.8101527520591194	-2.8101527520591194	-2.1778817252706553	-3.772287765150206	-2.8101527520591194	-2.9400910109813148	-4.830741998428436	-2.8101527520591194	-2.8101527520591194	-2.8101527520591194	-4.039547600248757	-1.3176932558543417	-2.8101527520591194	-2.462753639020927	-1.6469398399198	-2.8101527520591194	-2.8101527520591194	-2.931260409327695	-4.558431533522047	-3.5919620974404345	-2.8101527520591194	-2.8101527520591194	-4.700497427096915	-2.8101527520591194	-2.41119543298445	-5.013450718292401	-3.7231135161728517	-32.98049408928651	-8.848089241992334	-3.9246727492929354	-2.8101527520591194	-4.8814146971898325	-1.7221342427651205	-6.401406116097023	-2.8101527520591194	-3.162298909066135	-2.3880470600364165	-3.5335889577361232	
