g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	
g360	-10.625824935904165	-6.866239359888546	-1.5941807064216649	-4.020098046397552	-5.406914689018064	-3.7612460066229967	-3.1897711132436064	-2.7525536199230656	-3.9807393224086223	-6.065723902843525	-4.08184960209607	-3.706089380884136	-4.141270987327286	-4.427446919337892	-3.330503599812052	-3.2427712160350675	-5.067086780708898	-3.1374673843195815	-8.348956118057155	-4.42406867951452	-6.914412182941062	-3.706089380884136	-2.819671548735128	-3.706089380884136	-2.944182881115509	-3.7730893251656235	-4.837204939373818	-1.923322246733494	-2.009262921328968	-4.207231016528187	-6.8361715465316175	-8.285693434410442	-4.453985206251062	-2.8783214434117474	-3.2992571661799563	-2.864291560573199	-3.1974775472306964	-2.37478360294657	-2.54246230934845	-3.706089380884136	-0.9723020569418445	-1.9536296285021857	-4.022188789687171	-3.706089380884136	-10.269515229122957	-1.9934826957906817	-1.8342395650458885	-1.9451987053838302	-3.0229948147151156	-2.8644079339378474	-18.16087310240192	-3.6877986867088435	-2.000746653217424	-4.955725734143363	-3.643549006231088	-3.2256596467477388	-2.951205819739195	-2.349819708765838	-5.325973306945311	-3.9443623333268243	-16.2474139985936	-1.6492764655589778	-4.552479853095694	-2.66759039119715	-3.8889197403315747	-2.359065916702948	-2.6932632317017178	-4.0624448331946725	-3.1910838623545095	-3.991140040331067	-1.9178054189995635	-1.3553920720806427	-17.251644603063834	-3.8573949984642604	-3.2991886952237013	-4.598935458154705	-7.949635764722766	-1.6704811113951594	-2.342510937493741	-3.3661667522212206	-5.574841511859544	-3.271193819227703	-2.6390280841214477	-3.6792094018983463	-3.706089380884136	-2.0226834370912896	-2.4162869158510825	-3.706089380884136	-5.082652269004805	-3.83918304950479	-3.9350068126695463	-3.706089380884136	-2.575415306649327	-3.517988305697016	-2.539453010354873	-3.2682523887792057	-2.4611577499987805	-1.6559682305906198	-1.7756877810321974	-2.101717360421045	-1.8149978523637589	-1.6737788382445444	-1.0429680125874445	-1.8847840430803	
g361	-3.8329867232334434	-2.4260379257837807	-0.5536378881214054	-3.1584293626044833	-3.3760207976771097	-1.4989940468589908	-3.148161027150656	-1.698068219688163	-1.8895031180825979	-4.4579896444633915	-0.9213901653036336	-5.869253261304318	-2.4336231996788755	-2.3510744405468786	-2.4260379257837807	-2.3503385593573003	-3.009386947177309	-1.1896802965889226	-2.4260379257837807	-1.3894889083338915	-2.431207529042786	-4.101845834238116	-3.8590456330923115	-3.8709115321965504	-1.6943212567577126	-3.1778817252706557	-2.639354797539784	-9.014196489847334	-2.4260379257837807	-4.680752035039176	-2.4260379257837807	-2.25773503295987	-1.31079031169837	-1.9072513144604761	-2.9192059180417576	-10.938430559223958	-3.5807359952612514	-2.8836352433082153	-2.9917877835228004	-2.4260379257837807	-3.5565630873375573	-2.4260379257837807	-2.2164941365036293	-2.895394956770689	-0.4975675525996506	-2.216528447602489	-1.585539694183902	-2.8395960741399864	-1.432843996289213	-3.0782590139205	-2.31114825613412	-3.982334593921964	-3.9635318329307085	-2.4281775931667964	-2.4260379257837807	-2.4260379257837807	-2.4260379257837807	-0.49919794694284236	-4.044300347228357	-1.8306384467004422	-2.4260379257837807	-1.3566055465201077	-3.682603305716517	-1.6192705514964516	-1.1703723575604381	-3.6754894068224555	-2.4260379257837807	-3.0054180536327184	-3.2479546880182184	-4.63486740654747	-3.1197144433812163	-1.37632039170599	-2.4020901666712824	-2.4260379257837807	-4.2567694197588155	-4.198659207393016	-2.4260379257837807	-3.1379652600447674	-2.4260379257837807	-2.745647837266007	-2.917024972742232	-2.4260379257837807	-2.4260379257837807	-3.6234581827615635	-7.307458533561186	-2.5278241963276145	-2.471528698117108	-2.175924643748438	-3.4922013421397327	-2.4260379257837807	-6.384302253070943	-4.24891958940018	-2.4260379257837807	-2.4260379257837807	-3.8015178779046646	-7.409232248410869	-3.800475269064931	-2.4260379257837807	-5.463498196193419	-1.5137490111158916	-1.1037669077922025	-3.6720827425813516	-2.4260379257837807	-2.4260379257837807	
g362	-3.0386363005116857	-3.0386363005116857	-1.950090477556942	-3.9809671103684994	-1.4281775931667966	-3.0386363005116857	-4.704160138359483	-3.1831136259850807	-3.6182957874502923	-2.656535323845471	-3.0386363005116857	-2.5700359564830535	-3.0386363005116857	-6.006941609418847	-3.0386363005116857	-3.0386363005116857	-1.1357445085812596	-28.013732037700592	-2.518701058452435	-3.0386363005116857	-3.0386363005116857	-2.6618449175739807	-3.6801971167526157	-3.0386363005116857	-3.0386363005116857	-3.250165425587271	-4.715506732554013	-3.3147325934831584	-3.0386363005116857	-3.3575798159414245	-3.6755810795360175	-3.403663276590621	-6.54355128397904	-2.6456606866214725	-2.5753388526996015	-5.941757325270998	-6.971928804959989	-4.832385159244889	-3.741010806224155	-3.0386363005116857	-1.9210288368608823	-1.537424111957796	-4.667492554041963	-3.0386363005116857	-3.061300186760664	-3.4876213919244545	-2.2743897061240017	-5.253764982858694	-3.0386363005116857	-6.182118004870757	-2.864596469402349	-4.538513349488502	-3.5253303408390564	-3.1674745022074897	-2.1090475285429777	-4.7795214489922975	-4.841042592242437	-1.6859415911417392	-2.662003536484984	-3.63737862570352	-3.3689981887175606	-2.798868033092113	-3.2556666526186406	-4.208761038154627	-3.0386363005116857	-3.679001516364411	-5.34519787421021	-2.11966711132536	-1.5627722610870902	-5.244958618572252	-5.307175671582527	-4.795859283219775	-3.4653392153208067	-2.6214883767462704	-5.203435469017958	-3.80909327074911	-6.014385705721971	-0.9799423476587465	-5.887686861635426	-2.924628458927018	-1.3547594873547346	-3.5248320866324505	-2.732164607902385	-6.182327630301847	-3.0386363005116857	-3.299027692777284	-4.265790210940576	-3.1265804965651434	-3.2444448218224884	-3.0386363005116857	-3.9848450185765754	-2.4775814323348673	-4.736196361921436	-2.524500012735049	-3.248793390257147	-3.0386363005116857	-3.0386363005116857	-3.0386363005116857	-3.0386363005116857	-3.0386363005116857	-2.773984783597012	-2.306145097646435	-3.2324299440482602	-5.1374573582472705	
g363	-2.240342165475501	-2.240342165475501	-6.414883620014564	-2.52865644038928	-2.611755346607701	-2.240342165475501	-1.5281795289325462	-1.5370929328785061	-1.7616724125766263	-2.240342165475501	-2.240342165475501	-2.000629404964262	-2.240342165475501	-2.240342165475501	-3.4485085914525055	-2.240342165475501	-1.057407816887289	-2.240342165475501	-2.027969115858668	-2.240342165475501	-0.6034020684251004	-1.7868704999925202	-5.23242994404826	-1.6568378665094057	-4.16747450220749	-3.352989490149723	-3.104076998076231	-3.7053784601712825	-2.3597172306382683	-3.044788588156333	-1.2709040918628955	-2.5830984965703685	-1.636660688370521	-1.6449054424041563	-2.7292916662807856	-5.0579745567873875	-2.795859283219775	-1.8018830708475448	-2.240342165475501	-2.240342165475501	-1.038345224342133	-0.5243650552674485	-0.5497742774070712	-1.200545680603096	-2.240342165475501	-3.45917529727414	-1.68362251808027	-2.240342165475501	-2.240342165475501	-1.2467397305646437	-2.240342165475501	-0.7319249774656762	-2.240342165475501	-3.180441172714951	-2.240342165475501	-29.81328858919779	-2.4422223286050744	-5.232085440055143	-2.225666241828959	-7.33468000229621	-2.031792629531383	-2.82316662921551	-2.5597919249862504	-2.8709148519433896	-3.121354479756965	-2.240342165475501	-1.973129135275255	-2.240342165475501	-2.240342165475501	-2.240342165475501	-2.240342165475501	-1.4231392977758082	-2.240342165475501	-6.39896913065119	-2.240342165475501	-2.240342165475501	-2.240342165475501	-1.3354962220609319	-7.241570597904729	-2.2433524642292655	-1.613520111403766	-2.7968615028091515	-2.240342165475501	-2.240342165475501	-2.002033254157606	-4.5604726020646424	-2.240342165475501	-1.9126729482025249	-3.7100947294414612	-1.7364847759511612	-3.9746026032535604	-3.0722839881135675	-2.240342165475501	-4.187071580700438	-1.8064174749183513	-5.932801867962659	-4.842697533681026	-3.3061450976464353	-2.5107216168856943	-6.899695094204315	-4.1491845781271754	-2.118413683756604	-1.3584539709124763	-2.368104140946196	
g364	-2.056815604061627	-2.056815604061627	-3.507993024406045	-2.056815604061627	-2.282087830355571	-2.056815604061627	-3.963756919917808	-4.385035792898313	-2.056815604061627	-3.9907527809220102	-2.056815604061627	-2.056815604061627	-2.056815604061627	-3.9585887832578828	-2.056815604061627	-1.783886641553699	-2.056815604061627	-8.747933187850956	-6.8601410981784205	-1.4961424674225712	-1.8437328369481962	-2.056815604061627	-6.213851544105404	-3.8480892419923327	-1.6340949479473876	-2.056815604061627	-2.056815604061627	-3.4175018022858548	-2.1844245711374275	-2.056815604061627	-3.043348544428939	-3.9698475811575	-2.31114825613412	-1.0338648945620463	-3.086813774511005	-4.247970794944038	-2.056815604061627	-8.47418769025164	-0.2677742231246544	-0.7497660191732456	-1.369439457083684	-2.7036894392919075	-2.056815604061627	-0.5059428676863181	-0.7971196370399395	-3.0011546179414923	-0.2466177949320317	-0.8988878415258497	-1.2067667090059633	-2.196276993225842	-2.056815604061627	-1.5838978060599742	-2.5403585500713883	-3.1341664641813685	-1.1942948151614887	-2.056815604061627	-3.529348363268161	-0.955609029618488	-1.3364276645824773	-1.793856930308627	-2.056815604061627	-4.6986230666398265	-0.5135638749562402	-1.5655867772141532	-1.2373786437820602	-2.3226628006919112	-1.3439901751791905	-2.056815604061627	-16.090983806185434	-1.1626218402461934	-5.192914556717132	-2.438307278601691	-0.416769772900081	-3.0374139616431166	-1.6783304085113186	-3.36379070341309	-0.7287661675306514	-2.056815604061627	-1.2792837574788687	-6.8962539594997825	-4.4871359901229075	-2.056815604061627	-6.417347659966045	-0.5507511159193909	-2.056815604061627	-2.380821783940931	-2.056815604061627	-1.0806980593719169	-1.3477659270907627	-2.056815604061627	-2.056815604061627	-2.056815604061627	-0.8881674129220173	-2.8168356539727917	-2.056815604061627	-2.536168320460351	-3.4088950949352212	-2.2122332300614325	-3.0904956864393975	-0.3679972532007725	-2.124433449132482	-5.928402062659007	-1.3097170109364882	-2.697125329634415	
g365	-2.7380107170621573	-3.74856095690575	-1.4799613182571894	-2.7380107170621573	-1.9040080870753973	-2.44616418464858	-4.164793610678267	-2.7380107170621573	-6.6943488295756115	-2.137162747355649	-1.8752167801052648	-3.588604616814207	-2.7475843409673493	-2.214720193679018	-2.8066795376819185	-3.4060804014000263	-4.3987428179916845	-2.8343098812594967	-4.974829424265094	-2.7380107170621573	-3.8830921814456687	-1.349970759472354	-3.9560553297589642	-2.8394592622440826	-2.920601710248476	-3.289121949804121	-2.9858530305294346	-3.3543167844286748	-1.7150121530621574	-3.599287208887558	-2.7380107170621573	-0.9428616956064583	-1.25256963166354	-1.3807587783642616	-2.4908615842822894	-2.085537615043057	-4.523773376106061	-2.4998844089935925	-1.6526414633091877	-2.233588097550722	-8.021109818707068	-2.7380107170621573	-2.7380107170621573	-1.7374517057027719	-2.8709148519433896	-2.4329584147026013	-1.0984496384536542	-3.6188733036038983	-2.383030595273189	-4.795458590246532	-1.891107598367591	-2.7380107170621573	-5.81029070855993	-1.5718106137625167	-2.582840149542456	-3.2433182601909962	-5.282649299535995	-1.5674778796490574	-4.035628515498699	-3.206630996099519	-2.61423222566317	-3.4205738122977243	-2.8756907947975665	-1.962695608662499	-4.015145226239998	-2.2353136474023363	-1.5855978949899598	-1.4896456591863865	-3.084364376569687	-2.3294408258790376	-3.0725270441271695	-1.6713112070143288	-3.0929555251272016	-3.542164139850856	-3.066767940461008	-4.070598260503604	-2.7380107170621573	-3.3364762418086946	-1.7173822785186517	-3.789661013514148	-5.197599959885161	-3.0737007550214717	-1.8635460907313495	-4.876625152750849	-2.264866977534465	-3.483581358366132	-3.921718721508485	-2.7240397872153905	-2.931435756796591	-3.9652064489231496	-3.4503676352043495	-4.41745842579549	-2.7380107170621573	-4.146866876313435	-2.093571140686314	-5.602991577160922	-2.4850164798564345	-3.2560267186614507	-5.263126741271177	-2.635600949832091	-1.9851793931672044	-3.524666040129316	-1.0136254739150352	-1.0767367018230538	
g366	-3.9189876750883292	-4.7027498788282935	-1.7077057471526458	-2.2048980418771755	-3.876625152750849	-3.015530674045689	-2.4367826148443172	-16.836592063169796	-4.5301050136361845	-2.4367826148443172	-1.3072157433659901	-2.3838305338132693	-2.4367826148443172	-3.3352034215660504	-1.9348859567839372	-5.380688046486375	-4.660987315604572	-4.6149334791787116	-3.3706387166712295	-3.996771977145771	-2.65744525452268	-3.7945592746743655	-1.9994230373684794	-5.470089122038019	-4.1223092915465465	-1.5282402583466161	-2.4367826148443172	-0.8677522017015602	-3.276485124126195	-4.0223317461032675	-2.5605479210543125	-2.4367826148443172	-7.3309587168774675	-2.27508784068439	-2.300448367476911	-2.4367826148443172	-2.4367826148443172	-3.8654373233039827	-3.270350908182232	-5.1313764428550925	-2.0597207069903076	-1.6420640658488121	-3.7031256295898625	-0.3787569022599872	-2.4367826148443172	-2.4367826148443172	-2.23990682554186	-2.4367826148443172	-3.031194331951121	-2.4367826148443172	-2.4367826148443172	-2.2155797753822157	-2.4367826148443172	-4.020223398668202	-2.86775220170156	-3.557751818531434	-1.7369655941662063	-2.4367826148443172	-2.2809747068807513	-2.4367826148443172	-1.2958414549965995	-1.1939558819758709	-2.168771306825942	-1.5257456841673578	-1.8069967176968897	-5.8307419984284365	-4.64710591092554	-2.4367826148443172	-2.4367826148443172	-2.8323851592448888	-2.4367826148443172	-4.987588654980436	-2.4367826148443172	-3.1070927991701236	-3.927267624309064	-4.672653691219303	-3.438849506179197	-2.382172051310079	-2.4367826148443172	-2.0063618645684134	-2.7215882268200158	-2.097428474234812	-2.4367826148443172	-2.512102098789911	-3.1962769932258426	-1.943971461077249	-1.7264244343846202	-3.733315388373576	-3.8119789485830515	-5.076797563475529	-2.4367826148443172	-2.057091446419583	-3.17266872938774	-2.4367826148443172	-2.4367826148443172	-5.109296505166409	-4.329159664118438	-4.232630810756124	-2.117787378107137	-2.4367826148443172	-3.7781352893514857	-2.4367826148443172	-2.4367826148443172	-2.4367826148443172	
g367	-4.571567852410382	-3.157141816744023	-2.277821788891041	-4.048591247737141	-11.18169914192733	-5.375421796198341	-2.277821788891041	-2.277821788891041	-2.277821788891041	-3.028125680861266	-2.277821788891041	-2.277821788891041	-2.293358942690592	-2.486812479629145	-3.2365034386346845	-6.857594404657424	-2.277821788891041	-2.277821788891041	-2.277821788891041	-1.9669118306678122	-3.938019011229658	-2.423526234895169	-2.277821788891041	-2.277821788891041	-2.277821788891041	-2.7484851556389702	-2.277821788891041	-2.623265095001478	-3.2976084156919496	-1.0555912954672275	-5.640376161109263	-2.2048980418771755	-1.3599344174671073	-2.7981044612376706	-1.8762013915373785	-3.9430201381800307	-2.277821788891041	-1.504714170629036	-3.4096614668209124	-0.9174336553619008	-0.6230428855222726	-0.09063336209148898	-2.5505112323806713	-2.277821788891041	-1.8365012677171204	-2.35589032602139	-1.7898605425983316	-2.4965494909944312	-2.277821788891041	-2.277821788891041	-4.262295935005263	-5.696003046387708	-1.7617022724877127	-3.3280001743707626	-2.277821788891041	-2.9646576192078027	-4.2790036497135215	-2.6402539530945295	-5.0397848661058635	-1.474331992624722	-2.9590374522215024	-1.6099927379084407	-2.975964064544491	-4.1058147364410615	-2.277821788891041	-4.260635756409068	-3.233786498018345	-2.7273795453370084	-3.430170097203761	-3.0500356506843835	-1.50635266602479	-2.277821788891041	-3.6822114653349107	-2.277821788891041	-2.277821788891041	-2.7083964419694353	-2.1603628384903306	-1.092032594053468	-2.277821788891041	-6.318469775114951	-4.271892143638208	-2.639354797539784	-2.277821788891041	-4.448508591452506	-1.9192059180417578	-2.8295616075074514	-2.698997743967186	-2.2749837448658	-2.458782551897963	-2.277821788891041	-2.213570916796944	-3.6237985374334714	-3.1778817252706557	-2.277821788891041	-3.8162403759529924	-3.5950968778548695	-8.918944030459116	-2.277821788891041	-3.5815617517319245	-2.277821788891041	-2.277821788891041	-4.368153429991037	-1.3453925774336066	-1.757306042450382	
g368	-4.280124407230277	-4.309573964479489	-2.5756669388839155	-6.147138201839548	-2.5756669388839155	-2.5756669388839155	-2.5756669388839155	-3.851209033536544	-3.5066414864037725	-4.740817919661813	-2.5756669388839155	-3.6635688274180964	-9.661273242852134	-2.5756669388839155	-2.5756669388839155	-3.163591067720262	-5.199189122932817	-5.870703792760672	-4.880019730883774	-2.842117195647723	-2.2521475074024178	-2.307740942643056	-2.4892405784478306	-2.5756669388839155	-2.5756669388839155	-2.5756669388839155	-6.978463418732833	-2.5756669388839155	-0.5892247409917578	-1.9235777245413979	-7.840463810947675	-5.996398010284734	-3.294774043383635	-2.5756669388839155	-2.5756669388839155	-3.9642071992725527	-2.5756669388839155	-2.5756669388839155	-2.5756669388839155	-2.5756669388839155	-2.5756669388839155	-1.4731299136431732	-2.5756669388839155	-2.5756669388839155	-3.086813774511005	-2.5756669388839155	-6.536837939892605	-2.8815073741305954	-2.80793211552035	-2.917024972742232	-1.638883112202739	-2.5756669388839155	-1.7402343615983806	-2.547594376168334	-1.7993701020169255	-2.628608416075788	-2.5756669388839155	-1.7799415585415719	-2.5756669388839155	-2.5756669388839155	-2.5756669388839155	-2.5756669388839155	-4.189943586130832	-7.600371692171146	-2.3551826406848746	-2.117787378107137	-0.9595984847157935	-3.628793667521294	-6.2487933902571475	-2.6023814455810013	-3.6111001912772114	-4.513467651149945	-2.2337864980183446	-1.9539979534554797	-2.5756669388839155	-2.485196014428227	-2.5756669388839155	-2.4562945415636133	-5.988504361162171	-1.8028894852873036	-3.1468826087764485	-1.5159521165500933	-1.0427539863983157	-2.141780233728934	-2.1108115945458383	-2.882682339977097	-1.8972170618856863	-2.5145731728297585	-2.424300420607812	-2.154930751128166	-3.6713473302851223	-4.7369655941662066	-2.5756669388839155	-3.1405074546072203	-16.995936278351177	-6.898489763193555	-2.7112280327525977	-2.5898760215870733	-1.8008773579863995	-2.5756669388839155	-3.560642821525743	-2.940743650995699	-3.950090477556942	-6.7025996059214465	
g369	-7.71573225936172	-5.4522935390739695	-2.067288907245108	-2.7729983254109625	-2.020925838854548	-3.350252989880287	-3.3316191985779433	-3.0939233397007033	-2.1945198263386896	-6.238953067629594	-2.4266254735540556	-2.5545919812055593	-14.241760254144115	-2.3748230433194877	-3.0939233397007033	-2.2087168346747785	-5.635225884631285	-2.5191264081911413	-3.0939233397007033	-1.5070956642183606	-1.8404310596008773	-1.013049648088605	-1.7458837973940733	-16.49135191886193	-3.364916360481395	-3.46833158868485	-3.0939233397007033	-3.0939233397007033	-0.6697858227506983	-4.273970987490707	-3.0939233397007033	-1.7754049523360136	-2.5881399262621803	-1.5391290804880242	-1.1985929816342817	-2.0393437497422884	-3.6259342817774622	-4.4725873503773945	-3.0939233397007033	-2.240588467435424	-1.0603972796439562	-1.6481644525406696	-0.9660660885580682	-2.26603833669108	-3.0939233397007033	-3.0939233397007033	-1.7789272174849369	-3.175272872767897	-3.9992692333218147	-3.0939233397007033	-2.2898272517203386	-1.9503613941092628	-6.956360391948099	-3.8754137790181438	-2.507876098880902	-4.9542825848028995	-3.0939233397007033	-4.304588080852708	-3.0939233397007033	-3.0939233397007033	-15.10831801472284	-1.4073635713934227	-1.8915064714847996	-6.777383360058877	-4.294664122715456	-1.9724921762144791	-1.3317931277648785	-2.51564662963808	-1.5349136211139336	-3.276004126095155	-4.2334501511603655	-1.386526774622285	-4.166956106570979	-3.9270847333565015	-2.7458335940992447	-4.650908260439777	-3.0939233397007033	-1.3415371388258908	-2.0932013405732532	-3.32655212141281	-27.978966619539914	-3.3336003512449177	-1.6772932609544928	-5.56459460509622	-3.2848973639423957	-4.051984009327643	-2.7650900325683594	-3.6954436968828466	-2.456723541766471	-3.0139167803351854	-2.7427479467602125	-3.0939233397007033	-4.884700355974453	-3.0939233397007033	-6.437212965791329	-3.500462771081537	-2.5606767175772083	-1.8341037682061418	-0.7858751946471527	-3.0939233397007033	-2.242635327614509	-3.0939233397007033	-4.7035014782414315	-3.5786285669991056	
g370	-2.440284983253519	-2.440284983253519	-2.440284983253519	-4.234057961946305	-2.440284983253519	-5.280965547108864	-4.451003835213857	-2.978236025708344	-4.94519318988884	-5.156884445404318	-2.440284983253519	-2.440284983253519	-2.440284983253519	-2.440284983253519	-3.5968919010346525	-3.3913642496059433	-4.157187579733183	-2.440284983253519	-2.440284983253519	-2.7245161073327124	-2.5269924320838264	-2.440284983253519	-2.32553302287358	-3.3963660134141995	-4.074546403037483	-2.440284983253519	-1.1318579325293614	-3.425539982527813	-2.5521563556379148	-2.4435295912085753	-0.7497119546686726	-3.501116017658643	-3.2737720667109462	-2.440284983253519	-3.6280731925337975	-1.8216359181531967	-5.939721361417658	-1.8515213840680322	-3.5873154666206246	-0.8586728982455283	-0.557879240701086	0.2490998988864628	-2.661058463585884	-2.440284983253519	-2.440284983253519	-3.722655370611935	-3.6982484865933527	-1.4863448266008503	-4.00553434876235	-11.02655421921091	-4.632002784030936	-2.440284983253519	-2.6601784950766576	-3.012994631545334	-5.2720185724443045	-2.440284983253519	-1.581648112214479	-6.7984263569235726	-2.6321816563938065	-4.348466117369254	-5.511608391476285	-3.4351187626576745	-2.253906015059565	-5.897113473996989	-2.0489315585993637	-3.3953213536360463	-2.440284983253519	-3.9862161845669006	-4.885286134122257	-2.322635612610789	-2.8344417455388267	-4.522933429164006	-2.342268543171538	-2.029878939687708	-3.3983907300088894	-2.440284983253519	-2.066035957820322	-2.6020875398230943	-2.018826386155312	-2.440284983253519	-2.440284983253519	-5.032198361378658	-4.143084760568913	-5.034574009858155	-1.9736956756480915	-2.440284983253519	-3.180495303958067	-2.440284983253519	-2.440284983253519	-2.440284983253519	-1.9873598192212298	-3.2556666526186406	-3.4089239118887282	-1.3069388696291147	-1.9329769072507628	-2.960390103785533	-2.501615430942699	-1.9133405791084115	-1.1208354473385318	-5.099414853242219	-1.4021391857004015	-2.5429733259710177	-1.7252517380681578	-1.8653079445480072	
g371	-1.8062025460468476	-4.645468604248762	-5.297043130481066	-3.773723620302569	-2.257045243302508	-2.5589415300067864	-3.8171450069838664	-5.195316636863835	-3.157487268688435	-1.841657320024439	-1.4582263065502103	-3.157487268688435	-3.9064327714319997	-2.241198121150788	-3.219348501121235	-3.157487268688435	-2.986957096531624	-2.937746636917184	-4.122343134346569	-2.1791879227712805	-6.30357878500847	-4.456996696146277	-2.2656577564132805	-2.145509574506063	-2.3181616906018965	-5.3087159834605115	-2.369175189282954	-5.075337591982182	-1.5661859155419728	-27.724225420505604	-3.4497355854301133	-1.8271599388787392	-1.9446275588626145	-1.9302308483730422	-1.368567209810927	-4.453118344692824	-2.23982297317838	-1.9307102872844655	-4.637007867169215	-1.932748840077889	-3.392894616241506	-3.157487268688435	-1.7986741231693404	-3.400948867651733	-3.0377204806773084	-4.219870260000413	-5.233558741658634	-3.7159597360459045	-2.7816248480247747	-2.47954340716354	-5.987588654980436	-3.157487268688435	-3.704819081557367	-2.173673401133341	-3.157487268688435	-2.86775220170156	-3.899922348842625	-2.972562817293149	-2.6958625978340103	-4.455455265171515	-3.205204919275729	-2.2922802243933575	-4.279166001617655	-1.9153914246821906	-7.674770183244784	-3.157487268688435	-3.157487268688435	-4.1368615015760914	-4.174445409675155	-5.3581580638165995	-2.5241137468457064	-7.0817725470785655	-3.157487268688435	-4.076460758873387	-3.157487268688435	-2.5943219120379144	-4.239850815149579	-3.8988340407374604	-2.95839860510957	-1.9456377115503112	-0.6917556356062868	-5.027614527231975	-2.8868329432672653	-3.157487268688435	-1.6192705514964516	-5.261465606901256	-3.157487268688435	-4.595606130967953	-3.157487268688435	-3.4277117819242346	-4.118517424522888	-4.5084208953141705	-2.390980836642336	-1.5802318989021795	-2.7972827134684457	-7.869389013101358	-2.2993825023659324	-2.2835043217803075	-2.141999219407259	-1.8061914405317137	-1.8140740184570683	-4.113420046612435	-4.320593367298775	-2.159073566696852	
g372	-1.783886641553699	-2.8079058937002013	-3.8418549351393096	-2.141780233728934	-2.2933800897704337	-3.0528949484321255	-3.9549444527934923	-3.166893009002468	-3.1402173934132325	-5.452179895043465	-3.604542296197106	-2.7008725915876233	-2.4213976650769125	-2.422510896033442	-1.8730271437422346	-10.248646752476258	-2.196276993225842	-14.341067002628028	-3.444992351299648	-2.8079058937002013	-4.052524746300024	-1.6943212567577126	-1.9535866957757202	-3.1700692781603577	-3.738663613070994	-3.5767017901499636	-1.1306996574514985	-2.6980982481349627	-2.5618427923015594	-2.9793733494100425	-3.3004536888983256	-2.6583557594698397	-2.588022300844804	-2.8079058937002013	-2.224991612384405	-2.2481078615956913	-2.5855396941839017	-3.9111228120640167	-2.9657867612186366	-2.196276993225842	-2.8079058937002013	-5.5301556906099965	-5.223070468539401	-3.644216908626683	-5.203967142154946	-2.8079058937002013	-2.224991612384405	-2.4949220852483855	-3.6064765048474166	-4.0286753384594824	-1.8380478410732577	-3.0548259652936522	-4.538489234600968	-3.9485723109949724	-4.745448676178949	-2.7550816963883085	-3.2534976380069818	-2.8079058937002013	-4.454189743124675	-2.5104570643575266	-1.5340777606960627	-1.3429339812473324	-2.8018952538740205	-3.1645691025477576	-2.385015243558199	-1.939617118363218	-2.577995347613787	-1.0614564877792811	-5.171569095701704	-2.3301439662397305	-2.8079058937002013	-5.628786868057077	-3.34263579965139	-2.08146270318571	-1.1226383269055615	-1.7270730335049713	-7.205809562240835	-0.6312875162716691	-2.2579852711975192	-2.0697237476428505	-3.10402462828572	-1.6920287285105122	-1.6569928000348513	-3.045241453116646	-1.9509801317549844	-3.0806231984697043	-1.9822205874387655	-2.408129129936666	-3.3295947131364274	-2.559939307170439	-2.0843643765696864	-1.745647837266007	-2.491786415216862	-0.9824099024077542	-3.7507119254042767	-1.759094803554582	-2.184687076123618	-0.8073474381159023	-1.8550200693052128	-2.5720179555771545	-3.8451224190641367	-2.645621204569373	-0.9177842016578044	-1.8231563324225601	
