g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131
g739	-4.524101624926676	-1.5012059439349854	-1.5012059439349854	-2.6849392941877657	-2.769501836255935	-2.2139925451342144	-1.77324487673018	-2.6510515108420596	-2.7522620235758586	-1.8390230342404528	-1.8333513896704068	-2.0942116596521836	-2.004224619707944	-1.5012059439349854	-3.7633077907218224	-1.5012059439349854	-2.7285934484088474	-3.983954459006124	-1.835759500991191	-1.5012059439349854	-1.5012059439349854	-1.5012059439349854	-1.9313979726213286	-1.5012059439349854	-0.7165783696581379	-1.5562278724071146	-1.5012059439349854	-1.333625148011944	-0.6067990940297114	-1.5012059439349854	-0.9375881199964574	-1.891599996718386	-2.698941536164439	-0.16649618640928948	-2.337987784287757	-1.5012059439349854	-2.493231528399851	-2.260310861679424	-1.9469832240010365	-3.043931449120862	-1.5012059439349854	-2.634356729132048	-2.147080689452216	-1.7061351640129319	-2.5375748804203546	-3.568357786653749	-1.5012059439349854	-1.9984888473029254	-1.5012059439349854	-1.5012059439349854	-0.9416142289996473	-1.5012059439349854	-1.5012059439349854	-2.094723047174728	-0.8433548651512952	-3.3901391558385257	-1.3006402657862144	-1.7759498443430277	-1.5012059439349854	-6.2429904122084725	-1.5012059439349854	-1.5012059439349854	-1.565686164028771	-1.5012059439349854	-1.109548637782003	-5.546245393148302	-0.33754290533078635	-1.5012059439349854	-3.372400632155275	-0.4214360741117892	-0.6595904112225391	-1.6577365535905055	-4.82263579877403	-0.6949026539324556	-1.2866701834907155	-0.3619354331786457	-1.5012059439349854	-0.20882273015932315	-2.991117317005076	-1.5012059439349854	-2.1698355571225227	-0.47037292473978387	-1.5655794019608085	-2.0129265783989383	-0.4360101796418908	-0.2865311635722097	-2.754567620003775	-1.4579381205605662	-0.24422535290532466	-5.538245153170235	-0.7759572554159643	-2.295156358669095	-0.9425899332110952	-2.0210488010582015	-1.727455981536178	-1.0796731579956602	-1.1391690663245024	-2.420688528180959	-0.5621543999668687	-1.5012059439349854	-1.6651617448151834	-0.5710836614561317	-1.5476112064950374	-0.678503624057247	-1.5012059439349854	-7.770751719650627	-1.5012059439349854	-1.341712642054795	-5.997509174423381	-1.2281042825214386	-0.49210491367416703	-1.1524038977373596	-1.4560844845058571	-4.995943080230761	-0.06005582706737316	-0.5685503345471269	-2.080929983306886	-1.1774803071621476	-0.6559373569971968	-1.9644155010135693	-1.8570193987456416	-1.5012059439349854	-1.5012059439349854	-0.8944130990225894	-0.5151173775873852	-5.413284247870073	-1.889797139250088	-0.9225655660859547	-0.6435180977431288	0.31714195868806716	0.05595915022827663	
g740	-5.237373941382151	-1.8457575826857284	-1.8457575826857284	-1.8457575826857284	-4.952947477148244	-1.8457575826857284	-2.2418503546005617	-1.8457575826857284	-2.651586263634668	-3.2167461963269957	-3.505238286720678	-1.8457575826857284	-2.4953206299033868	-3.434480809769237	-6.4441053330588876	-5.074219280214932	-3.3921370971687654	-1.8457575826857284	-2.524516614614702	-1.8457575826857284	-1.8457575826857284	-1.8457575826857284	-4.375302025741182	-1.8457575826857284	-1.6257027567076	-4.76587641700406	-1.8457575826857284	-1.8457575826857284	-1.8457575826857284	-1.8457575826857284	-1.8457575826857284	-1.0418210243390185	-2.080716367800789	-0.6923872879261316	-3.6445055486598346	-2.697527693693998	-1.8457575826857284	-2.7910582969559536	-2.3963083828844267	-3.5372398607869404	-1.8457575826857284	-1.8457575826857284	-1.8457575826857284	-1.8457575826857284	-3.183900050120601	-3.157424978258547	-3.1881673134832704	-1.8457575826857284	-5.254895216859199	-1.8457575826857284	-3.1360742326651048	-3.9627443049128517	-1.8457575826857284	-2.6185615668807265	-1.6231806513675586	-1.4783461717333721	-1.4613625148293568	-2.8016718129834914	-2.0469627788393394	-3.578352809356772	-1.8457575826857284	-1.8457575826857284	-3.3228517153036012	-1.8457575826857284	-4.58460475670944	-1.7900102075230873	-1.3378382604804822	-1.8457575826857284	-2.4672860735913846	-1.0819435621126123	-2.525355258067028	-2.1581073683969443	-1.8457575826857284	-0.18814101476583767	-3.765817542305899	-1.7655771622206955	-2.8502515800384027	-2.2159215596967976	-1.4237313536530636	-5.673591510760196	-1.5177919097041919	-2.397813003054918	-4.4932640204337	-1.8457575826857284	-2.2682328458458216	-1.6951478916651976	-1.6363736134435185	-1.554252111856352	-1.8457575826857284	-1.7058433405780793	-2.5434671740801154	-2.5506847959125007	-1.08166261954622	-2.2630367141477064	-4.4980483273620715	-1.5701344811831348	-0.984719393540776	-2.6033056289535805	-1.388347903268934	-2.0623362162107033	-1.5870689297997587	-0.8711655248332789	-1.8053077482491964	-0.984590924704279	-1.6577320015902124	-1.8457575826857284	-3.758301347795749	-1.727427317486912	-1.8457575826857284	-1.5752197703429176	-1.9183004254972487	-3.3120220134520597	-1.8457575826857284	-1.0372984795931894	-1.7392275887557183	-1.6216126758273688	-2.2485602739619	-1.4825328001598217	-1.0132119198369625	-1.8457575826857284	-2.8241369202478857	-1.7913928476744674	-4.280460804334449	-1.8457575826857284	-4.19574814606417	-1.2781076701538372	-1.6080299650478305	-2.037301440555923	-2.531706554367942	-2.967566211362467	-1.6641097643884981	
g741	-2.451906703588211	-3.0281456391014467	-1.9570156966844974	-1.9570156966844974	-1.9570156966844974	-1.9570156966844974	-2.041464637612296	-1.9380938793210467	-1.7677371135511768	-1.9957474379372735	-2.515901063190646	-2.42427718899066	-3.1972426393119924	-3.652193765727024	-1.7368742263735664	-2.848587955498787	-3.3115349359010087	-1.9570156966844974	-1.9570156966844974	-1.9570156966844974	-3.3442305372778187	-5.719376197415702	-1.9570156966844974	-3.0835814467043154	-1.3613274237882234	-2.981855827222322	-3.0279102795771444	-1.9570156966844974	-1.9079441475816412	-1.9570156966844974	-3.868320967321186	-3.2633068123735	-4.9489314356547505	-1.8850946470470522	-2.355770835211635	-3.017311921237082	-1.385853682506755	-2.5810264320943532	-3.2925812285530265	-2.40947750043711	-2.067950926778923	-1.752461307295107	-4.07935607412021	-4.980648217294078	-1.397725570562831	-2.2408066608782002	-2.736244426922552	-2.5887820380656974	-1.9570156966844974	-1.9570156966844974	-2.0045082450526603	-2.89675886221589	-1.9570156966844974	-1.9570156966844974	-2.9892029778845832	-1.2417923518035165	-1.9570156966844974	-0.7814147173216102	-1.0586833113664391	-1.9570156966844974	-1.9570156966844974	-3.1357445085812596	-1.9570156966844974	-0.6930308787297617	-0.4568010998066673	-2.3177719121094684	-2.505475839525306	0.7134406815767299	-3.592066480455003	-4.6684827989197055	-1.9586560747078308	-1.9254288012587086	-2.053164356476564	-2.2782896209729433	-1.8477568620712934	-1.701993976950703	-3.142200497374443	-1.7467852181997048	-2.4245559930899363	-4.75566821138148	-4.178822068247747	-1.585518045261086	-1.3730320110033576	-3.9586336438757725	-3.13154079707744	-4.194796709423253	-4.800756719542705	-1.9570156966844974	-0.9644183161079298	-0.6320832738497772	-2.7186827607088224	-4.320659081535398	-1.4808365568720259	-2.325785242232741	-3.742632072293993	-1.9570156966844974	-2.6107768328658607	-2.861594418147809	-2.131098347587393	-1.8738253386889367	-2.583592591036432	-1.2855795009073863	-2.2460463840240994	-3.1665674320481605	-1.9570156966844974	-1.9570156966844974	-1.9570156966844974	-2.45926643951144	-1.9570156966844974	-1.4430693764826683	-2.4675972546103617	-3.756369911317924	-3.1377493799324445	-1.9570156966844974	-1.7574865125493653	-1.9131781972019692	-3.288022366862752	-2.832929869165746	-1.5615282866180575	-2.3498898560796175	-1.9570156966844974	-1.9570156966844974	-1.9570156966844974	-2.7377063677686917	-3.0960115614107027	-1.2200897949995022	-1.9570156966844974	-1.7038210265993838	-2.2957229379782684	-1.6041299559867392	-1.9268323825503655	
g742	-3.022788961107802	-1.9009412285691647	-1.9009412285691647	-1.9009412285691647	-1.9009412285691647	-1.9009412285691647	-0.9705994161692869	-0.6456922854196028	-1.7930767653329156	-1.3870530870866467	-1.32980866035421	-0.9378534142542028	-0.6828395135701059	-1.167931492819135	-1.265670596948521	-1.1722297433632443	-1.8534751085225578	-1.8616206328089713	-1.1084781560271788	-1.9666411392465	-4.543820468612881	-2.831316891857398	-1.9009412285691647	-1.9009412285691647	-0.7701979959693669	-1.9009412285691647	-1.9009412285691647	-2.541550797639991	-1.4658307972652964	-3.1146724181052523	-2.5242178100071997	-1.7656605548558728	-4.076821908855442	-1.443799177547496	-1.7783332306347612	-0.7036729917223314	-3.3448167246539384	-2.232687591167596	-2.510128282441589	-1.9009412285691647	-1.3414749865516775	-2.4200629735316923	-1.4943204100928478	-2.6533913845000296	-2.6426484383533237	-3.5466330852581085	-2.406850874346177	-3.387600316571993	-1.9009412285691647	-1.619571975495079	-2.331713826528589	-1.9009412285691647	-2.9866392237358386	-4.2394434929470775	-1.9009412285691647	-5.5899802537718495	-6.105417354523967	-1.179178121887174	-1.0280897377376634	-2.6006691929539256	-1.9009412285691647	-4.404855387041343	-2.769649403896926	-2.237686906650278	-0.5283567772171989	-1.6410996705910963	-3.4851798589191207	-1.1747158419889334	-3.206481951233718	-2.398505047087349	-3.449359339319951	-1.9009412285691647	-2.3529010472671295	-0.7063846727878608	-1.9009412285691647	-1.2682293708831476	-2.466233343287138	-1.4842552575461954	-3.297934725806485	-1.4961139800725543	-2.251930408803713	-4.474315958314928	-4.824555879107336	-1.6946014189181986	-2.0954627232681724	-1.8550713103345489	-3.3075585178716898	-1.9009412285691647	-4.027898512608772	-1.2961409328269713	-0.7257371458173132	-5.979373349410043	-5.547256982560478	-1.9009412285691647	-2.249890914114482	-3.827317919397053	-3.70055369555149	-1.9523443577689514	-1.8503608225059485	-1.8537983793304154	-2.103456884144101	-1.9293139196508255	-1.6120816653952195	-1.5755551278384432	-1.9009412285691647	-1.935304738550869	-1.9009412285691647	-1.1276550429447152	-3.6765399995054446	-1.6477341315318559	-2.6218879476238075	-2.065732618345622	-1.9744721973178003	-1.9009412285691647	-0.890216891466298	-0.9092088844832853	-3.8466356448508336	-1.3607900678568257	-0.8470715702328753	-1.9009412285691647	-1.9009412285691647	-1.9009412285691647	-11.20024953829911	-1.8011588869249238	-2.463692411945041	-1.9009412285691647	-1.2531816263946816	-1.1282982629002978	-1.0510942005021544	-1.691918766542408	-2.040965844051893	
g743	-3.740740772257132	-5.803413098384933	-1.9738792442712703	-2.850511694751927	-1.9738792442712703	-1.9738792442712703	-1.9169105641524118	-2.1315344754149645	-2.499173477411148	-1.9746026032535602	-3.2568521612850274	-3.9313924698377316	-2.0103029193294644	-2.684596074757221	-2.8837949600868966	-3.2202780187929276	-2.3171247121221414	-4.38025083014773	-2.7766614810028445	-1.9738792442712703	-1.9738792442712703	-1.9738792442712703	-2.371377563304856	-1.9738792442712703	-1.0714363830087499	-4.022894492843294	-1.9738792442712703	-4.18128030173252	-3.925768605814208	-1.9738792442712703	-2.842863132285534	-1.0639580112317448	-2.338389022301599	-1.32878635164495	-3.0499288015942447	-1.4805506885175452	-2.955317720157783	-2.690507129725814	-2.7790262390739726	-1.9738792442712703	-4.017931141275071	-1.9738792442712703	-1.0025327089373541	-2.0981719409899062	-2.0377338063407113	-2.8471130938064704	-2.0325657544104225	-1.9738792442712703	-1.9738792442712703	-7.341683390033972	-1.8905458272688347	-1.9738792442712703	-1.738640091810147	-1.9738792442712703	-1.4598417629971991	-2.0470700938301984	-2.1096513711114584	-1.7821737132911213	-2.6369029522807095	-1.9738792442712703	-1.9738792442712703	-1.9738792442712703	-5.790020185736802	-2.791307954326035	-0.6808746082717416	-1.9738792442712703	-2.3580767000042893	-1.9738792442712703	-3.13247670868233	-3.376620047962315	-1.3457587869486776	-2.1233773660814754	-2.1196106836789226	-3.695722611934325	-3.3329926054559706	-1.9462269138006154	-2.803785784994952	-1.1872832819563555	-2.12267978804716	-1.9738792442712703	-3.139502752428205	-1.472225008491457	-1.542735624795134	-2.3002707066133294	-1.4247806244708323	-2.7304880300950014	-3.3493971788196584	-1.7983310127700174	-2.9422849547539927	-2.1341096834090703	-1.5452724077882904	-1.9738792442712703	-1.3636644694069042	-0.43667588377761385	-2.3305885670995052	-2.239000740553227	-3.396475485432798	-1.9738792442712703	-1.236969228288101	-1.9738792442712703	-1.9738792442712703	-1.9738792442712703	-4.799309844519716	-1.5882006543309473	-2.4004689127038437	-2.2140327066411967	-2.201894724015755	-2.7118706333604767	-3.7515040248571863	-1.3902223481757177	-1.5242012115656787	-2.3048898855566726	-3.737157966330088	-1.7731857005707674	-0.9931806532018734	-1.9738792442712703	-1.9738792442712703	-1.464496423404975	-1.3292684140744595	-5.138524158621895	-3.757813367219437	-2.252122833200556	-2.112000667378444	-1.7836929041955696	-1.5284441725462674	-4.295397127688253	-0.8512688954833569	-2.5057625932874403	-2.411671293862286	-1.992161530074336	-2.05306856118574	
g744	-0.10234819662563271	-0.10234819662563271	-2.1701471935878436	-0.767869761385566	-0.638844775903901	-0.6004963725314513	-0.3252718057473801	0.5772668745391485	0.4729659910911192	0.1762844704937714	-0.032543620113304306	-0.018600314483782937	0.3536507542403979	0.6283070055983254	-0.1453356400848667	-0.008674986100744535	0.22380557014664576	-0.22920646689790816	-0.7364631428988128	-1.0629630137451787	1.328842207430851	-0.37491096958143016	-0.10234819662563271	1.512161135548432	-2.4685870968727865	0.8029376416440436	-3.192974874501356	0.28818135232905856	-1.267270600994992	0.07608016949771697	-0.47018504909951775	1.622742975760372	0.4842825224070374	-0.15067802570374117	1.3556816229438564	-1.3517517829139643	-0.10234819662563271	-0.10234819662563271	1.2709175954252816	0.5221763035981101	0.4551864787440629	-0.17500898927341585	-0.10234819662563271	-0.8960069438257104	-1.7200462028154722	-0.6340365280583329	0.747344429689174	-0.10234819662563271	-0.10234819662563271	-0.10234819662563271	-0.09553979467505933	-1.2260947953478751	-0.10234819662563271	1.0463723149747481	-0.10706036853595313	1.3313784666774697	-0.10234819662563271	-0.06878896862069638	0.09488463001143237	-0.10234819662563271	-0.10234819662563271	-0.10234819662563271	-0.4586536747824959	-0.10234819662563271	-0.5472021699603732	-0.6719264360987897	1.5516882694389633	-0.10234819662563271	1.6758339929689523	-0.10234819662563271	0.09065021965552603	-0.5080525224420426	-0.4556174904412514	-0.013469649129148711	-0.7558070624071036	0.553419487957424	-0.5266848008127216	-2.1224410550284705	-0.22339905223081766	-0.09822599195063567	0.29798959461044855	-0.49918367299891664	1.288500314414674	-0.08785449594279103	-3.013147858683019	-0.10234819662563271	-2.2420141397929125	-0.19154410353253104	1.036545532611136	-0.4465588849520297	-0.8543512359740856	-1.3551395824057995	1.5494030299298023	-1.5905753900557473	0.9967502788491847	0.5253472837501282	0.9593695570168153	1.3768237928973144	-2.406713165885102	1.083826064340108	0.459693902983241	0.9690344176157162	1.0152977362984081	-0.10234819662563271	0.172205861657492	-1.622549702773295	-0.10234819662563271	1.4780398983495668	-0.10234819662563271	-0.22543683242047596	0.48528255045219687	1.00026687389749	-0.10234819662563271	-0.15006477280274047	0.5836827436753974	-3.1981427270787535	-1.559205098844199	-0.10234819662563271	-1.1164354851071783	0.4298034019607757	-2.243871672657615	0.1851180522135923	-0.8731407670566879	-0.13635328883805076	-0.19106804402139121	0.45018981697574373	1.5123684938011621	-0.10145109167711217	0.38580650321261895	0.7086022133148042	-0.17896415251229555	
g745	-1.20059765699456	-0.981491159205811	-1.8987623382934693	-3.5241016249266757	-6.313527262472398	-1.8987623382934693	-1.138400293103447	-2.252129705975142	-2.685171245441017	-1.980824738678916	-2.7269783217183865	-1.6340925021411252	-1.8024063187373196	-2.3036571325418684	-1.4615611647492424	-0.9769462486933601	-2.01949790293518	-2.9689775245581873	-1.2325248613179995	-3.101622907517243	-1.8987623382934693	-3.7191481814458545	-3.685403233992542	-3.3400754415976217	-0.7221318628676427	-1.9850448991355585	-1.8987623382934693	-2.147841316336962	-2.4324389767853694	-8.098678555159433	-3.942351490009812	-2.27520655716454	-3.5037646952532597	-2.0697183422175462	-5.0610593562716835	-1.8987623382934693	-1.9789979334616603	-2.180292582271054	-1.8987623382934693	-2.9407554901705653	-1.225953054898264	-1.3215350140435531	-1.252799958763618	-1.0624085251066875	-3.0537811909828094	-1.8987623382934693	-2.6259699043170235	-1.7061022132495574	-1.8987623382934693	-4.161111144392152	-1.2349303855990306	-1.8987623382934693	-2.4384558564731864	-1.8987623382934693	-1.1182602137239197	-2.137660497509911	-0.5157958595970163	-0.6551896788026068	-0.41603041506918664	-1.8987623382934693	-1.8987623382934693	-1.8987623382934693	0.13390541841780457	-0.28721407365303064	0.14030749475937584	-1.4417049329547331	-0.7015622107750713	-1.8681840217703887	-1.525517230539543	-4.320947395659519	-1.4041450177669652	-1.8987623382934693	-3.9339480186344584	-0.8930594460933439	-4.842780330607267	-2.4911616701074335	-3.5354320978816975	-0.8453182902909929	-4.624830419096527	-1.8987623382934693	-2.7182934423752396	-1.154554108744889	-0.8139406854613428	-2.3864230867711442	-1.0128363290801794	-1.2678089621665634	-1.8987623382934693	-2.4169854903277366	-0.7789792029717411	-1.9659082715948035	-2.2532779188638594	-5.041779441350896	-1.194720753684741	0.6400655825328928	-1.9651307115356655	-2.216069021069451	-2.751834385592405	-1.7084577342371938	-1.811356009039497	-2.3100746891435735	-1.9984830825757252	-1.5284941151114058	-1.6886410449855316	-0.63965595223378	-1.8987623382934693	-1.3106865244215444	-1.3906572953073983	-4.057980271412736	-2.6260767772134903	-1.4066863907662603	-2.483718533879026	-2.395275814738585	-3.21796725575042	-1.8987623382934693	0.07457393877530864	-2.371093920860059	-3.8583893356070478	-1.018126893457196	-0.4501672263372155	-2.173111102265228	-2.4621811283598283	-5.087696576780052	-1.2764816292296512	-0.0968614390654368	-1.9286272267601816	-8.548404308689065	-2.3208825199578484	-3.4080525557989723	-3.9357131073000846	-0.613385472035563	-1.6355844518111817	
g746	-2.0083629696690024	-1.5540350457601604	-1.5540350457601604	-1.5540350457601604	-4.751970438474338	-2.7187777323391122	-1.352108988194344	-0.09712683919499351	-0.909298297569072	-1.4929188299862255	-1.5399893211062436	-1.5097133022557765	-2.165136716702371	-1.2145683002604044	-1.5412106547556228	-1.5039365367210213	-2.8998458314114135	-1.8709887299526173	-1.941292834618468	-2.030577973686085	-1.9804375587493668	-3.198990381794968	-1.5692651259047108	-0.8201475841392859	-0.2021303779638349	-2.3144598709459006	-1.5540350457601604	-1.5540350457601604	-1.9050397236242067	-3.7606655092970285	-1.4451931029799598	-2.382724088835713	-0.39338153220491096	-0.7095873925446685	-1.0873041535235066	-1.4236152451139688	-4.347310681579607	-1.1477645962830094	-1.4081176435569074	-2.1276518906119417	-0.7525001951331065	-1.4252609882238676	-1.2636289186686953	-0.8609889920277473	-1.27371981463091	-2.4060171742439462	-1.8385843737356824	-2.439645030620477	-3.6677858890789903	-2.5915881203115467	-0.9092034656864865	-2.2417275279075106	-1.471492691202694	-1.5540350457601604	-1.984131385415889	-1.1220924501404488	-1.5540350457601604	-1.1958340705375345	-0.6410614226612169	-1.5540350457601604	-1.5540350457601604	-1.5540350457601604	-1.5540350457601604	-1.5540350457601604	-0.5842002378022849	-1.682612568041068	-3.2761077242092647	-1.5540350457601604	-1.396145096819215	-1.5540350457601604	-0.797380424951482	-0.8679338663464202	-1.2535874739091168	-1.9631155145610248	-1.5330795422152634	-2.332716409498868	-4.802003803517676	-1.177137721514582	-2.2735384392018303	-1.583264006179975	-2.689194568936827	-1.6980565520070834	-0.9468302616461863	-0.8370114536626233	-1.8373001236042017	-0.5606555887949868	-1.5540350457601604	-1.3119897752972045	-0.7178164332697776	-1.3574592242767025	-1.7209162485416172	-2.4945399111433866	-0.9401103872919508	-0.7911656443305995	-1.200876212443692	-2.7487474920979893	-3.1974146715036786	-1.5540350457601604	-2.3768897918188414	-1.5540350457601604	-2.0503291145553035	-2.4500923299790434	-1.5540350457601604	-3.4948895558509507	-1.5540350457601604	-1.6344776627106261	-1.6557486964653045	-1.0975049644001014	-1.030740078723369	-1.103438284843612	-2.468052178408651	-2.5456387797931996	-1.3878645706327901	-1.5540350457601604	-1.541051109182629	-1.5540350457601604	-1.5540350457601604	-2.12714760606418	-0.9361326333983273	-1.9730724934723427	-2.1448139721325252	-4.490504806693669	-1.2841663587026777	-3.3620689329588984	-1.8379704730169186	-3.9544228312906515	-2.9341575099531028	-3.914042420081516	-2.5570978951682632	-1.3913648372610008	-3.405130462628597	
g747	-2.0879234951779395	-1.2764300756038647	-1.2764300756038647	-1.2764300756038647	-5.141525588058713	-6.227124518953814	-0.19587207722546643	-0.35861304605846794	-0.28510126800118823	-0.5434209157258033	-0.44437621710224134	-0.5192096050641352	-0.731630286605091	-0.43536624217406844	-0.34502561145912286	-0.5032083966198826	-0.29736550445590076	-0.4286066607372394	-5.001247027308734	-4.02982957935513	-1.2404998357745936	-2.4910318956041713	-3.606175267688429	-1.570404387649119	-0.1850558883285239	-1.1042941009387697	-1.2764300756038647	-1.2764300756038647	-2.3781642641082468	-2.6828070905944448	-1.8296954593907817	-0.3286722025529725	-1.185290447950989	-0.20653688685093838	-2.5108763699979657	-2.924760387188776	-1.2764300756038647	-1.0634182153143903	-1.8965815890060815	-1.040841172602692	-1.550017169097608	-0.8144251939506885	-1.0512556376513837	-2.4912022270338166	-1.2177927554033332	-1.707821364460968	-1.8278453540420727	-2.678847706520728	-1.2764300756038647	-5.87045056249219	0.06035180517958621	2.194326640663057	-5.805912947883698	-1.041250847826686	-0.37392911878156787	-1.158422922015998	-2.599540765019283	-1.5755336282245505	-1.3435493936946612	-2.0251183164962585	-1.2764300756038647	-1.2764300756038647	-1.1993249451248522	-0.6553419101182428	-0.1415924281965651	-1.9062829882908523	-0.5716260243926388	0.4061230129330668	-0.8745446209322939	-1.2764300756038647	-0.20452727233466156	-2.115066107913605	-1.0694397700366318	-1.1998385348430762	-1.9276883599775736	-1.018413265390548	-1.2764300756038647	-0.8038386740034723	0.11219301554848302	-1.5795035846710654	-1.2764300756038647	-4.0922663474237	-0.285470477986138	-1.5785122253159745	-0.7129485769443714	-1.263992673521036	-1.2764300756038647	-1.2764300756038647	-1.5313895756987412	-1.8655845231362873	-1.6117288915622225	-2.230661557401831	-0.07208534681646783	-1.3710677987025233	-2.1255476699056457	-0.6625492158007459	-1.062263910938711	-1.2764300756038647	-0.8368336411085163	-1.2764300756038647	-0.7493949010432032	-1.8365785570217217	-1.4744121668469155	-1.2764300756038647	-0.8026126513216432	-1.2764300756038647	-1.2764300756038647	-1.2764300756038647	-1.2764300756038647	-2.5710986648029763	-0.6423353991872998	-3.1313638009980997	-2.3532769669688647	-0.49507660990333086	-4.128269879501619	-1.6601328986088075	-5.198712190188919	-1.2764300756038647	-0.363673750942914	-2.127330388846025	-1.2764300756038647	-1.2764300756038647	-1.2764300756038647	-1.2764300756038647	-2.670538809505362	-2.343886263229907	-2.4530201227507225	-2.7758411529802642	-2.7445065181119275	-0.9151846405149011	-1.0246897144457277	
g748	-3.4579103776827393	-2.831892014464531	-2.796460531422221	-1.2672879643490171	-1.376874804725831	-1.3261396923214093	-1.5681759035869531	-1.5681759035869531	-2.9210186098853064	-4.097789009324516	-5.161162766005571	-3.432065213522184	-1.5681759035869531	-2.282347482691297	-3.7418019108611875	-3.756545389642156	-2.287472889509546	-3.9943097058282264	-1.5681759035869531	-1.4722130002925191	-1.2267327997565476	-2.929357879126461	-4.843194386529775	-1.1708908483310043	-2.404565086365458	-1.5806207575929843	-1.861154083047213	-1.5681759035869531	-2.681233136933705	-1.1571321644901325	-3.086066267285069	-2.6922870441891007	-0.654390160143937	-1.5681759035869531	-1.501720534199063	-1.8268469757034587	-1.5681759035869531	-4.656207889243503	-0.8615944181478091	-1.5681759035869531	-1.1583746185188282	-0.5865575601740766	-2.810834567328645	-1.5681759035869531	-1.2672150396663768	-1.465691327320385	-2.1196608414778764	-1.5681759035869531	-1.5681759035869531	-4.267343528486245	-3.408420148732297	-2.3159101982763706	-1.5681759035869531	-3.2150572029990445	-0.902270556697675	-1.5554050167096294	-1.5681759035869531	-2.499271358028189	-2.397356891815842	-1.5681759035869531	-1.5681759035869531	-1.5681759035869531	-1.5681759035869531	-1.5681759035869531	-1.6332508811393498	-1.5907926542439468	-0.8350695882498519	-1.5681759035869531	-0.1945721561961141	-1.5681759035869531	-1.5681759035869531	-0.5025746412370488	-0.9510300961266764	-1.5681759035869531	-1.7787935491197724	-1.137873189575625	-1.5681759035869531	-1.8718861220765355	-0.6974294316490728	-1.0570073967224118	-8.120595349322011	-1.5681759035869531	-0.7503046741143866	-1.1232327951783614	-1.5681759035869531	-1.5681759035869531	-4.089807682523628	-0.1422275640021477	-0.9731546248121044	-0.8118041944943456	-1.5681759035869531	-1.466472532730104	-0.388244048614665	-0.034432158912572626	-1.0515994991999276	-1.3300625371953325	-2.0598979137799067	-1.7170075395949966	-1.5681759035869531	-0.818098541504813	-0.6259810365410216	-6.722115203695225	-1.5681759035869531	-3.1970441661163753	-2.04596155701076	-2.2647897904938206	-2.5357499660885963	-0.6147147583035609	-6.97355968566723	-2.391357268131315	-0.455819308311188	-1.5681759035869531	-1.5681759035869531	-1.765675271703655	-4.132995515807109	-1.5681759035869531	-1.5464476542941659	-1.5681759035869531	-3.309960222468974	-2.032672003763961	-3.5347464102837876	-1.5681759035869531	-0.9138004942082502	-1.5681759035869531	-1.2576591399515398	-3.6331121503500334	-1.3086051981129176	-1.3686330522802317	-1.5681759035869531	-3.725641714961997	-0.6401257891844396	
