,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
g4006,3.518463274078843100e-02,4.036334375206270669e-02,2.891356377000625991e-02,4.052516788957739174e-02,3.684163860518999134e-02,3.069046246835350003e-02,4.953909499959285173e-02,2.241495413072423781e-02,2.134912090595274953e-02,3.467499824196145636e-02,2.531931407879774859e-02,2.735633944017751978e-02,4.072526877184113464e-02,2.842164301607925936e-02,3.529656063806589639e-02,4.389754081114297102e-02,1.680282698232493654e-02,2.016577647306693963e-02,1.803607782285888625e-02,3.166196739112372288e-02
g4007,5.140615310355004658e-02,3.754536971814328994e-02,2.783367189903801497e-02,4.939375659808324659e-02,5.092029500810216214e-02,4.677186948071253292e-02,6.026122503627980020e-02,4.705348824242495953e-02,4.054757649873309139e-02,4.015537157305664601e-02,3.762151217715935941e-02,3.909920963326975196e-02,6.521991840816149244e-02,3.844428684333604795e-02,4.815172803688488878e-02,5.969414159805735975e-02,3.453321722187459308e-02,2.788372484071562421e-02,3.102787385059364508e-02,3.848072393029360050e-02
g4008,1.251066851857429996e-01,1.218787639583538418e-01,1.270310948814745156e-01,1.168398085215630045e-01,1.897108382825811734e-01,1.680693890612280361e-01,1.226600827351297107e-01,1.817234485097676266e-01,1.497808136524861333e-01,9.621942888656996595e-02,1.296079366493741170e-01,1.316807712060568680e-01,2.019852195633494163e-01,1.132744522213532251e-01,1.934898298905487202e-01,1.652119593107671258e-01,1.461905229656940419e-01,7.695690761390876211e-02,9.720335022046880380e-02,1.410604209071766868e-01
g4009,1.005859343285872912e-02,7.923082391068796831e-03,5.786862916252361565e-03,8.953074423670904017e-03,9.429483937513520597e-03,8.754270393126225777e-03,1.200193780675992868e-02,7.172716102284197592e-03,6.553228438807922641e-03,7.563938732438410355e-03,7.349752810893262454e-03,7.278414862772208255e-03,1.278999433850029968e-02,7.491883374575914085e-03,9.940968829904228352e-03,1.063179715233009658e-02,6.273724345007102368e-03,5.437915513388876312e-03,5.320143619332388593e-03,7.922812355349707555e-03
g4010,5.946965213210016893e-02,3.226450757596686231e-02,2.908794860753531261e-02,4.130353584618869089e-02,6.176919700820787673e-02,6.088961305291024084e-02,5.546373422091675082e-02,6.495376985461474850e-02,5.453024158006503780e-02,3.281622482273963831e-02,4.474207111310143925e-02,4.702246211411127003e-02,8.671313921354784071e-02,4.508077479409767357e-02,6.722670372668242134e-02,6.012080221649270667e-02,5.409295053586906515e-02,3.230027397317605103e-02,4.163692172770915023e-02,4.627009540215754752e-02
g4011,9.679084669919511483e-03,1.073145420764192760e-02,8.882591065149054999e-03,7.666706816996150982e-03,1.142966439535123176e-02,1.023931490189941562e-02,1.086868664027248674e-02,7.856161869282476257e-03,7.216640417412590464e-03,6.701215232070145168e-03,6.460746964456531849e-03,8.216505207921455042e-03,1.368743549719377527e-02,8.570356319590820282e-03,1.357424667639541005e-02,1.009706500699304732e-02,7.398637476343775631e-03,5.835783517842647872e-03,6.695732261308213161e-03,1.016946435413879427e-02
g4012,6.691356279734177182e-02,8.891712991595532301e-02,8.125798494224263646e-02,8.773439318882611526e-02,1.063275991873397774e-01,8.647843966046023234e-02,8.511108249052219688e-02,9.177437607028221533e-02,7.644919234711447520e-02,7.274454145375747194e-02,6.767791758711599881e-02,7.284736080117756862e-02,9.477510882859992158e-02,6.341927182785835060e-02,9.519071990669217276e-02,1.064179708323807760e-01,6.273082576780131259e-02,4.280383076736367365e-02,4.951470952888475940e-02,7.875713944276342693e-02
g4013,6.432842212353337419e-02,3.385542458582151831e-02,3.159337999316383372e-02,5.436755829819257813e-02,7.046336789618551366e-02,6.744929643689695498e-02,6.302398628273093995e-02,7.893367979670619372e-02,6.479653135517614293e-02,4.255576532080616869e-02,5.481736625521495265e-02,5.326257580986239193e-02,9.213298760728207137e-02,4.794601882457485975e-02,6.760313726262288936e-02,7.430493990250196246e-02,5.986944713693972964e-02,3.472291927167687337e-02,4.404459114065404496e-02,4.852556275373654665e-02
g4014,6.397727375336735578e-02,5.982334238390646375e-02,5.027423875665557040e-02,6.780607136921924794e-02,8.023728815802561032e-02,6.998940777162271365e-02,7.363995546687898686e-02,7.813375541172190575e-02,6.500409051190628174e-02,5.430619052766935684e-02,4.853338988735493575e-02,5.813474224531783169e-02,8.623407660986120993e-02,5.424687382264926222e-02,7.363109514428457791e-02,8.554735792185756693e-02,5.227481289986506130e-02,3.767954961410750758e-02,4.880957291025957850e-02,5.790162838334888401e-02
g4015,1.190231484719208865e-01,7.848281361205973472e-02,5.463741338280393017e-02,9.292536010984626949e-02,8.995244391396944872e-02,8.954128787870778428e-02,1.442921153988076521e-01,4.415473218436036240e-02,4.855626668119069483e-02,8.391536575812236221e-02,1.028196720968201222e-01,7.334696611647968656e-02,1.511668326817934560e-01,7.824360498503653283e-02,1.093617094301482101e-01,1.035349274237527956e-01,6.713774839010083761e-02,5.964141143722530292e-02,3.460078646340758457e-02,8.808761691735950139e-02
g4016,7.070189905970749103e-03,1.055701705155759514e-02,9.558889368597524999e-03,8.563770659158587151e-03,1.150943948937451985e-02,9.352893091936344966e-03,8.882986560533254194e-03,8.948633333755316027e-03,7.636782285018023884e-03,7.266367923047583818e-03,6.545511355110635726e-03,7.786837176643846697e-03,1.030294317601356327e-02,7.103902765498496669e-03,1.133218082989006364e-02,1.062262820658824852e-02,6.600876624252756571e-03,4.694960907837392693e-03,5.525152798618914243e-03,9.121064086202213678e-03
g4017,3.444028937107370542e-02,4.548970255496734283e-02,4.585677772003794034e-02,2.249975077600458243e-02,6.086767401019511914e-02,5.376203501111614241e-02,2.665262036823933672e-02,5.868132772029216460e-02,4.824750551554071731e-02,1.782216977291880416e-02,2.002195626548652907e-02,4.076115846503841622e-02,6.102602382032753375e-02,3.889624929957938987e-02,7.082032639121532691e-02,4.216957808339328456e-02,4.498137250542444399e-02,2.443891538334257846e-02,4.302570471478188441e-02,4.750722948475563645e-02
g4018,5.427076202467237542e-02,1.120279987227545820e-01,1.018393094377059716e-01,8.752800443023883714e-02,1.100868637385015170e-01,8.282712756723976943e-02,7.987170362205769925e-02,8.061246693151435938e-02,6.820798435773642310e-02,7.457444212802863404e-02,5.738385749313122675e-02,7.153139182358800308e-02,7.814198688318321762e-02,6.272520821396744550e-02,1.001307321249421678e-01,1.028745761276870369e-01,5.225487348183893710e-02,4.011164244475456941e-02,4.645017973346414475e-02,8.596629242204345545e-02
g4019,1.021925070089106380e-01,1.178346540700329903e-01,1.064429003397722451e-01,1.188989195722851139e-01,1.413737931161531125e-01,1.190507793857948360e-01,1.282038563583172697e-01,1.102462145124841891e-01,9.511402216629341599e-02,1.014208745039198722e-01,1.076507882146781198e-01,9.917350582851409968e-02,1.437783316613474027e-01,8.827853921329470444e-02,1.355426193648636701e-01,1.417130871246394253e-01,8.906153561349258729e-02,6.135478573628631166e-02,5.819406779061746249e-02,1.113825141584179057e-01
g4020,5.817220393437956549e-02,5.115677714522039177e-02,4.661828929304442926e-02,6.693011809467164230e-02,7.832657710211317348e-02,6.784599223561819936e-02,6.618058521963103569e-02,8.170561025147612955e-02,6.649453038902145008e-02,5.310460192193235812e-02,5.350791675380012213e-02,5.619984652147124587e-02,8.086682026102706700e-02,4.868784527547591334e-02,6.678379540789883273e-02,8.437324398379209001e-02,5.388103316293824802e-02,3.408508984677589143e-02,4.342024643324324945e-02,5.302664821306744131e-02
g4021,3.163550758399001628e-02,3.279850550065746551e-02,3.120659100180017340e-02,3.747216724023415269e-02,5.019157169282965902e-02,4.256854558377742848e-02,3.357033462786220696e-02,5.611368772647565284e-02,4.467989682737410345e-02,2.869947419151858831e-02,2.580689204482875670e-02,3.491175143769261607e-02,4.641705406780131937e-02,3.002958126467961120e-02,4.274627957224383379e-02,5.045895958065306497e-02,3.381561010170992809e-02,2.011925628412626621e-02,3.179956988584566741e-02,3.256080987481808908e-02
g4022,5.202153305700545766e-02,8.812364185928188431e-02,7.223611413816467819e-02,5.198209609335178311e-02,7.540384633889381238e-02,6.127537049704313149e-02,6.753640895455650939e-02,4.217595333223476267e-02,4.003067582566430249e-02,4.630074167088467363e-02,2.997092263342936505e-02,5.123500443333470211e-02,7.170199614993476300e-02,5.450477919299199364e-02,8.729268892592448315e-02,6.428856838862266609e-02,3.600982943186546714e-02,3.534089776187218646e-02,4.200100006670807323e-02,6.915538234628694492e-02
g4023,7.516041447965261801e-02,5.037123039415461467e-02,3.985983697550860710e-02,6.572017057930898409e-02,7.602776249540607600e-02,7.152565783629220852e-02,8.217092657080432572e-02,7.318377846959678301e-02,6.249266448364870774e-02,5.322906730564652689e-02,5.651596184696093539e-02,5.811615086224597437e-02,1.004106694812677697e-01,5.643766655494851514e-02,7.569372835975193836e-02,8.364022882218373478e-02,5.686665345986993692e-02,4.078464986427222244e-02,4.727707473283775802e-02,5.739345063013501919e-02
g4024,8.763127838326405239e-02,1.300770009007469474e-01,1.335048226198574939e-01,8.685762740327929166e-02,1.479285689634821099e-01,1.248923104325578987e-01,1.021749665832262510e-01,8.707145848228964313e-02,7.960546652711220084e-02,8.242731128635179261e-02,1.218783674011126028e-01,9.820204724765586868e-02,1.496198788122084788e-01,8.493775231309888540e-02,1.709514941846179692e-01,1.111935994654381921e-01,1.030816595751174736e-01,5.689252526595314080e-02,4.055776317887048454e-02,1.320315021364582009e-01
g4025,1.103884723458227329e-01,1.127798464259198719e-01,1.075678256748770628e-01,1.269467569353989189e-01,1.513939694077767184e-01,1.297711616861731976e-01,1.343223836840134744e-01,1.232634255391576172e-01,1.052566136299471211e-01,1.083989335480118749e-01,1.309397332335524300e-01,1.067826697762846722e-01,1.598486270987909963e-01,9.079776996031502234e-02,1.431249367241460291e-01,1.521140360018166660e-01,1.042277525865415028e-01,6.427052210126721343e-02,5.528647137904916381e-02,1.167985023440188119e-01
g4026,1.149845704450306177e-01,1.009570268943482396e-01,8.302830247641052042e-02,1.185060928834417993e-01,1.344292398414748124e-01,1.188638328963104729e-01,1.343459761804513541e-01,1.249790953348651756e-01,1.056453686682320703e-01,9.632946699659533651e-02,9.096823019129100796e-02,9.884119033462908377e-02,1.528013883708280451e-01,9.315389241263635767e-02,1.256771393429979011e-01,1.463407655428939080e-01,8.891551244959595979e-02,6.575832659528790813e-02,7.759898517272958984e-02,9.983985697692793204e-02
g4027,5.893854538395947723e-02,5.648671564948530566e-02,6.483967244870557367e-02,6.277029995552267649e-02,1.050539290765976491e-01,9.140489940696649995e-02,5.209070478567480456e-02,1.189963664348714645e-01,9.403625926976050264e-02,4.829675538494020148e-02,6.403737389842738270e-02,7.159840632623526435e-02,1.003959904450510005e-01,5.716280038272000819e-02,9.622675681498774058e-02,9.297072653465068837e-02,8.239531760955443040e-02,3.803033311786716691e-02,5.924273239332714797e-02,6.877244939083144992e-02
g4028,8.937001916923489886e-02,8.789881409307563620e-02,6.937963431561013083e-02,8.756445812829549702e-02,9.412217430841869625e-02,8.329020661490980915e-02,1.132954671082380960e-01,5.960458906420657010e-02,5.630743900434265203e-02,7.651536629525884647e-02,7.726856298549697466e-02,6.984984360718549112e-02,1.160157010010974404e-01,6.969710921926693115e-02,9.999921349144198779e-02,1.003414501762817379e-01,5.796321181547547247e-02,4.996506268052532118e-02,4.114894855692304010e-02,8.242773418811584485e-02
g4029,1.167650560876881682e-01,1.236764303111920066e-01,9.372165795590675641e-02,1.331344356207609381e-01,1.247850329016938348e-01,1.058317395243113801e-01,1.600533887198631600e-01,7.971718924191908973e-02,7.451271688275624971e-02,1.145655730846388831e-01,1.010128233564339673e-01,9.244513070015715483e-02,1.418386804079789509e-01,9.119601823719339362e-02,1.192037685521304541e-01,1.455001081919518602e-01,6.629587017563426388e-02,6.559250756650367165e-02,5.252003155266621315e-02,1.054607106287742124e-01
g4030,6.681174072432494171e-02,7.627533047087052542e-02,7.201051730177993049e-02,6.915932512546353605e-02,1.019569089804518991e-01,8.747444284052402486e-02,7.166574855524199261e-02,9.614672915653699192e-02,7.940678598683865996e-02,5.616334542626358339e-02,5.718282646823522747e-02,7.056130076885777647e-02,1.010281480304847102e-01,6.351362585970030117e-02,1.002960421374096828e-01,9.359037325305542832e-02,6.907752160576668965e-02,4.248084246181927509e-02,5.810957277588747055e-02,7.555559815069846918e-02
g4031,8.787283623478851780e-02,5.349333792434110557e-02,4.324719612523323514e-02,5.798070746435494971e-02,8.233496858306434130e-02,8.207719836671484304e-02,8.787626358076801314e-02,7.258941680489244819e-02,6.430504512255907912e-02,4.848331482196826386e-02,6.260424934337843750e-02,6.382050120833031304e-02,1.235494947557743972e-01,6.532881495161853291e-02,9.734247602085313589e-02,8.030613773520781096e-02,6.915781691251024488e-02,4.713544592103698777e-02,5.331504183742476199e-02,6.874053075415480218e-02
g4032,8.834772079916923537e-02,1.327248683750651970e-01,1.428039951378657912e-01,8.352670881376784984e-02,1.915582114252184776e-01,1.619948949440750685e-01,6.888247347190709635e-02,2.011565758174233831e-01,1.601340645515723360e-01,6.389694725973013578e-02,6.982818296334024344e-02,1.251716627711330909e-01,1.647900821406808880e-01,1.082395925154275435e-01,1.969026838091040565e-01,1.424817928881539630e-01,1.373424784141099586e-01,6.692296805597677811e-02,1.244765246597769881e-01,1.359344790364633015e-01
g4033,3.128095718755083410e-02,3.393675762756716979e-02,3.440908651611346292e-02,3.262444260841400323e-02,4.710216201961633237e-02,4.076932304425124470e-02,3.464461016347839678e-02,3.936331188888737842e-02,3.328400447043709104e-02,2.799222061250924987e-02,3.702081513049386430e-02,3.254457096919718961e-02,4.918043987106277687e-02,2.766123317889830277e-02,4.773193307368894106e-02,4.221666234869762141e-02,3.429104178000307729e-02,1.903868496678372962e-02,1.899782031386833270e-02,3.673392290687173267e-02
g4034,7.549437831797008169e-02,5.107846372150522118e-02,5.061667793495095574e-02,6.140076294104945820e-02,9.112632328341287169e-02,8.558564575671601116e-02,7.312431329836288629e-02,9.127692246215576843e-02,7.606160798078304142e-02,4.994623289278314615e-02,6.986809500332234746e-02,6.670062902850455722e-02,1.141713428760247340e-01,5.987084919832873220e-02,9.464514441469099038e-02,8.606074255611058377e-02,7.611372740918012636e-02,4.241483040608581834e-02,5.102692684474867402e-02,6.771293266678581058e-02
g4035,7.742454252782073054e-02,8.773948567631723039e-02,6.516962169686583983e-02,7.236911807980637990e-02,8.197829196746431180e-02,7.142609541874603285e-02,9.857046815994284505e-02,4.957868774696345959e-02,4.772957929684978201e-02,6.279253422690138364e-02,4.802494498813761337e-02,6.042843297872517450e-02,9.748308484530933404e-02,6.536673930724784531e-02,9.142321713443130049e-02,8.477128422300349297e-02,4.372085416807914432e-02,4.537890006426042316e-02,4.681130913957130824e-02,7.404750267471089942e-02
g4036,3.470993099247182689e-02,4.135664189928864309e-02,4.174139693808788520e-02,4.038065667085369292e-02,5.294320233885248250e-02,4.472156291180597737e-02,4.256594697138676303e-02,3.828123115390952985e-02,3.328210722098708801e-02,3.577095027378873748e-02,4.783459958237425147e-02,3.629797647458900267e-02,5.383187237972283934e-02,2.998711380453300199e-02,5.298205060418347684e-02,4.851588953985778302e-02,3.679925539175045446e-02,2.092735684259882517e-02,1.495725054325047418e-02,4.290394979930462621e-02
g4037,2.105855484198635840e-03,3.378500983354058330e-03,2.573671041349013221e-03,2.258296945353900978e-03,2.697174544457941071e-03,2.166649383457117713e-03,2.931092377528899361e-03,1.387139462895302074e-03,1.368685244976409945e-03,1.985878342450282923e-03,1.081931201464296803e-03,1.880863100975464731e-03,2.614989694184313186e-03,2.073161096206781271e-03,3.002999191210298582e-03,2.600858536851721661e-03,1.090690819424633678e-03,1.371547719301620741e-03,1.535662964398377918e-03,2.496876012570934181e-03
g4038,6.862335204661154653e-02,1.005730712426625845e-01,9.359390328480823862e-02,8.274566218262319195e-02,1.121136142477162922e-01,9.158414887835296392e-02,8.610229390819003348e-02,8.414484741539211832e-02,7.230955018822725344e-02,7.129758693466624331e-02,7.212870991408978916e-02,7.572633055962196824e-02,1.024352838699468249e-01,6.750716973404842502e-02,1.116822317432144551e-01,1.019152847976378673e-01,6.704297019571628380e-02,4.497860959706882766e-02,4.779510171239197830e-02,8.999214750247996886e-02
g4039,9.288047060468551663e-02,6.572643208290984695e-02,7.372976897623861881e-02,1.023339404487537407e-01,1.279631917988104939e-01,1.143081503617337236e-01,9.985755851096780877e-02,1.279981565685377187e-01,1.046225129089235484e-01,8.451849548399917311e-02,1.236921994486455401e-01,9.137262781230162667e-02,1.427730607895316695e-01,7.090477714739507054e-02,1.139917840849415109e-01,1.296188977002170062e-01,1.046311011132028401e-01,5.153990917573191000e-02,4.729251381154762901e-02,8.884681042530170880e-02
g4040,4.778694549006064218e-02,6.629573564277879694e-02,7.034634784099921823e-02,5.257199716163930836e-02,8.998002262793308725e-02,7.555428578314778154e-02,4.956354689559799159e-02,7.905683035424415639e-02,6.517632350530298824e-02,4.454133380336411374e-02,5.778234182409013042e-02,5.970156261496739614e-02,8.251398836211040755e-02,4.960745701231122212e-02,9.132838376869317765e-02,7.314100063211860514e-02,6.366716805787961397e-02,3.244550876367554432e-02,4.013374069065230726e-02,6.846715796441199542e-02
g4041,6.508242258864858909e-02,4.997507915985223426e-02,4.230685439484321159e-02,4.951112182981957932e-02,7.812063727907976596e-02,7.281080882701582158e-02,6.052149116005569457e-02,8.705493256560996318e-02,7.137634618713337153e-02,3.716855578595940762e-02,3.269937978599664341e-02,5.739677300259096032e-02,9.355832654695506179e-02,5.689873169405493258e-02,8.097678169893626765e-02,7.465273439046526960e-02,5.888169218005170902e-02,3.869851904171767859e-02,6.343667286926658877e-02,5.570165496655555409e-02
g4042,5.273328643025044365e-02,5.314100140481613221e-02,4.704209586987632280e-02,4.885887270938204380e-02,6.199759019156211165e-02,5.522217272919099224e-02,6.309373839167545239e-02,3.981430462942017745e-02,3.697447618813823333e-02,4.367250686069629184e-02,5.370969050894633390e-02,4.472391455956160194e-02,7.511441802428940606e-02,4.235706247188430335e-02,6.892800258908199362e-02,5.872448905236074546e-02,4.285721082582848174e-02,3.005939693274597979e-02,2.347566765721426085e-02,5.448133669545741908e-02
g4043,2.258316618474327103e-02,4.143545013703479885e-02,4.354552651797716223e-02,2.370425887555296929e-02,4.625371901257768759e-02,3.799915571283127985e-02,2.552370199051545024e-02,2.901636833873427052e-02,2.568015368080001776e-02,2.248313864176070334e-02,3.255375590481844605e-02,2.972471859519922391e-02,4.184042997140566267e-02,2.529335626992844019e-02,5.308646140641647138e-02,3.215948826242706615e-02,3.116143673718094892e-02,1.622950097959700855e-02,1.445243452400201724e-02,4.041436841324018425e-02
g4044,1.382187205853527834e-01,1.195480443682264277e-01,1.023590080224261456e-01,1.437920896741955723e-01,1.820560696052445637e-01,1.600850277252410803e-01,1.462688856934052373e-01,2.060811319009231424e-01,1.661595214125538567e-01,1.092286353245555397e-01,8.896279035138587865e-02,1.315713064322290848e-01,1.900110896799559745e-01,1.214297600327775423e-01,1.598607826989789926e-01,1.930169228295715578e-01,1.237072441199702777e-01,8.307710056414391309e-02,1.304661923245365451e-01,1.200925692981689441e-01
g4045,3.651446690058292310e-02,6.061342604796841199e-02,6.140953757618260178e-02,5.612834725045529743e-02,7.512048026898236752e-02,5.914120536453887356e-02,4.691833128397585734e-02,6.505767490757305427e-02,5.310497894897467375e-02,4.703642820755925269e-02,4.969103405546956842e-02,4.924382772019506027e-02,5.835119881645282197e-02,3.904578515757611834e-02,6.610552773425854012e-02,6.927437384020426747e-02,4.550122804155388306e-02,2.556187651984669074e-02,2.894833102587915721e-02,5.456296366668852982e-02
g4046,3.641301281580702764e-02,4.041297753759272998e-02,3.850119877317888240e-02,3.671728318725137052e-02,4.885455228504560765e-02,4.244504876939823174e-02,4.376215689946286180e-02,3.231747611676241000e-02,2.922960639560267734e-02,3.299143833596094449e-02,4.337814305438260354e-02,3.423217501022857157e-02,5.461152836708661751e-02,3.045678202599082229e-02,5.268204535516751719e-02,4.437596185217691780e-02,3.411968854925867545e-02,2.138675412699946043e-02,1.566943491080672116e-02,4.185439802965926909e-02
g4047,2.176093333763653645e-02,4.345182328306287922e-02,4.589912249461742394e-02,4.393422143365358773e-02,5.740713195658240370e-02,4.336112172329745218e-02,2.913646574389680902e-02,5.716471829385795511e-02,4.483343142127260011e-02,3.530068939707605574e-02,3.369719475907500400e-02,3.670709712090527987e-02,3.635576797046901482e-02,2.678862662093067781e-02,4.387205804226929073e-02,5.464109445915711627e-02,3.329368305561543340e-02,1.696910410630770791e-02,2.372059883230655947e-02,3.722759515551923859e-02
g4048,1.504829303941947471e-01,1.409445423709604905e-01,1.236397060087929684e-01,1.272184155645318948e-01,2.058565830054805701e-01,1.845768701795043876e-01,1.413917124040330042e-01,2.283063973102117117e-01,1.852580375522431821e-01,9.506250715126385309e-02,7.352654638943045828e-02,1.467666965417742109e-01,2.206406175228373956e-01,1.423645946397697759e-01,2.064898664589528421e-01,1.915372226760273799e-01,1.454564659506123736e-01,9.450821748216634011e-02,1.635170245307246972e-01,1.442685613717428206e-01
g4049,2.097034295265229678e-02,2.726851212573192310e-02,2.478204058629631529e-02,2.655569527707229982e-02,3.383946416168991805e-02,2.773784097895200598e-02,2.524125373938664735e-02,3.197954205933123406e-02,2.618655931628099259e-02,2.140693499553084772e-02,1.818598939510590595e-02,2.320591002637621691e-02,2.989228236884945711e-02,2.051840959762550598e-02,3.010620703772368817e-02,3.357753409668509659e-02,2.022871097232942228e-02,1.366345564992749693e-02,1.867381907157753679e-02,2.415900338833112948e-02
g4050,7.428331616667824266e-02,6.653984518054296970e-02,5.769454373564660010e-02,7.163618851336049642e-02,9.243577091085519726e-02,8.232567973381017812e-02,8.126575449000161822e-02,8.888338540908452545e-02,7.435403068575709151e-02,5.776932815620369061e-02,5.720868687949942633e-02,6.698440057385922353e-02,1.039406093294610312e-01,6.284081703384883366e-02,9.020153338182497482e-02,9.357763522888859486e-02,6.422182997638149760e-02,4.359854505640684691e-02,5.622866408736190008e-02,6.849564578985740948e-02
g4051,1.050457334788615360e-01,1.144538279797938651e-01,1.070513251592398185e-01,1.302949340919008769e-01,1.719329829055604164e-01,1.439960896056387829e-01,1.126495270180584984e-01,1.972959635841280424e-01,1.560751331762356142e-01,9.839854406856671232e-02,7.883274885750403416e-02,1.190889405094760489e-01,1.519320309885076603e-01,1.027318080232889619e-01,1.416918240978249921e-01,1.753158443426762192e-01,1.115957686562384921e-01,6.818362635267799510e-02,1.142823585938516073e-01,1.086231316943671310e-01
g4052,3.417751734783233686e-02,3.427582908638902859e-02,3.645735149166290379e-02,3.728246811202230032e-02,6.124808875390607560e-02,5.275866373218752320e-02,2.982370605066965441e-02,7.455585913411055810e-02,5.829278712924543249e-02,2.719118038043178559e-02,2.738203574439731364e-02,4.186877694177219833e-02,5.570289527465623058e-02,3.491394839662555205e-02,5.375718898155784631e-02,5.625615422720175313e-02,4.526372480843923740e-02,2.278164237885031002e-02,4.198918527405040568e-02,3.797858021594738287e-02
g4053,5.305791278610146045e-02,7.056209566485478757e-02,6.755071823993483160e-02,6.985833426386604816e-02,9.731574066359688358e-02,7.950400000878132811e-02,5.833232239247373302e-02,1.051599092062479313e-01,8.345766328174700210e-02,5.373963919328539340e-02,4.295445111006257477e-02,6.573792712650007586e-02,7.984294087020815667e-02,5.615432680883858385e-02,8.266870310198104477e-02,9.405507040051885870e-02,6.059855352923208816e-02,3.645705746637917244e-02,6.060233275582602858e-02,6.388687001906527552e-02
g4054,4.799646048059093978e-02,5.549069049479087024e-02,6.702474222314828978e-02,6.175589832379886623e-02,9.489670531293578626e-02,7.982264513326191302e-02,4.937556475317469301e-02,9.265472727022996957e-02,7.428309398731233748e-02,5.140418504152875767e-02,7.763931383334166103e-02,6.313070159956399308e-02,8.583034443668838276e-02,4.592331976192286225e-02,8.611035106424924646e-02,8.277476482107846978e-02,7.311451195074258891e-02,3.104043972405543667e-02,3.337303073718153601e-02,6.602232035233936147e-02
g4055,8.500945013003892436e-03,1.327311924453815697e-02,1.390682008980547932e-02,1.032106474079674818e-02,1.783005171461279556e-02,1.463034482475223524e-02,8.676499586366348549e-03,1.704363660823379062e-02,1.374039890176658590e-02,8.388073807478569482e-03,9.208197113253688976e-03,1.167732539362636990e-02,1.480078421734083716e-02,9.697819183140382951e-03,1.721388907499125237e-02,1.468238470230799966e-02,1.194893014496701579e-02,6.168093203608946036e-03,9.238342607466290893e-03,1.287046476153874686e-02
g4056,7.541812929048810621e-02,7.603998122897877299e-02,6.415749095876532859e-02,7.743418628847291429e-02,9.784143425566663166e-02,8.501739648466249966e-02,8.531028320150561839e-02,9.383149124021047949e-02,7.821831489323397002e-02,6.199211115243193071e-02,5.267188385398210992e-02,7.018064041034222100e-02,1.032875006449614219e-01,6.667836659430496915e-02,9.316857731085918803e-02,1.000375405191219758e-01,6.278160228798920772e-02,4.559374963861364399e-02,6.220209828673059493e-02,7.193297379059170049e-02
g4057,2.519607279082586651e-02,2.577916647771802058e-02,2.139193456234428359e-02,2.563399941104728755e-02,3.095254716696143119e-02,2.693934483902254290e-02,2.981689867971311358e-02,2.633431263753233803e-02,2.263085773471222931e-02,2.121593167304336794e-02,1.927035023001692771e-02,2.234974835024884990e-02,3.400232494235159303e-02,2.152420869460743014e-02,3.058679627315443253e-02,3.182156001340687157e-02,1.949647456117941519e-02,1.491170486591305092e-02,1.758414685772234295e-02,2.417100655903973300e-02
g4058,1.201770908994229947e-01,1.903994836598406626e-01,1.540104437238771773e-01,1.707161861032521488e-01,1.770621969580889465e-01,1.367510156212665973e-01,1.778398974204988270e-01,1.231358567804148596e-01,1.082162810014386523e-01,1.443760815272033815e-01,9.798809401643104877e-02,1.217893221114950686e-01,1.477334870393311461e-01,1.161148336519936541e-01,1.578415458069777622e-01,1.905717556786159783e-01,7.628109179791317529e-02,7.799820579759920991e-02,8.286458127037010790e-02,1.414789552009360629e-01
g4059,5.641637758281665277e-02,6.492300512188081685e-02,7.033306308098087600e-02,5.896138076515164417e-02,9.429319934065968911e-02,8.123058127515388194e-02,5.936499778580749814e-02,8.029848416862558902e-02,6.709576581992671152e-02,5.090082828159340350e-02,7.408614608827122916e-02,6.389442630446326432e-02,9.499033362111382328e-02,5.225122211480216078e-02,9.651408620708451513e-02,7.927645554087892066e-02,7.104350438928465350e-02,3.545290469428797470e-02,3.604835988585512740e-02,7.291659476934442274e-02
g4060,6.921359447955455213e-02,5.293447703656860293e-02,4.161525509264823314e-02,5.121726993307330889e-02,6.663014662844961300e-02,6.385642420953444032e-02,7.559984350448252510e-02,5.003594685919166007e-02,4.598817883298635112e-02,4.406952981611438752e-02,5.026702448277054619e-02,5.088500440189196866e-02,9.455795745077354153e-02,5.285828943261602214e-02,7.837407293564485622e-02,6.593845965173379675e-02,4.975259126107645091e-02,3.787131229526111836e-02,3.892816612047685781e-02,5.824904191239495960e-02
g4061,1.800965582426173467e-02,1.563030105546629397e-02,1.629308034235507976e-02,2.094808266906503930e-02,2.840834764027835163e-02,2.459029576139817874e-02,1.814462847268141776e-02,3.295176446264912185e-02,2.606254683943794864e-02,1.603938245747328628e-02,1.784693162477017647e-02,1.986468798075033404e-02,2.749353460633597451e-02,1.616848027669934296e-02,2.381458029241214150e-02,2.851139339430031408e-02,2.109009057672187049e-02,1.104596088102402507e-02,1.655518180898361488e-02,1.788361757139107777e-02
g4062,6.238736198756417856e-02,1.273334580238517921e-01,1.359637905751862608e-01,8.867258434914632170e-02,1.567991214666059618e-01,1.240050950918150929e-01,6.933740766891240137e-02,1.352732179860821060e-01,1.098550226274805364e-01,7.507375184904641063e-02,8.580471843783453456e-02,9.949839772898465273e-02,1.171617217262320987e-01,7.961602050793063767e-02,1.527611966838671176e-01,1.223045408435075865e-01,9.967259542051495891e-02,4.942604475124114799e-02,6.719413544491692480e-02,1.174402178178960421e-01
