,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
g1190,1.590347458744481024e-01,8.304144498633238280e-02,1.329452210577102833e-01,1.669525097098640276e-01,1.458948895061161766e-01,1.213932974273290999e-01,1.117001229058849493e-01,1.354006622816314731e-01,1.310518063952269274e-01,1.002437906617172081e-01,8.699670876824790178e-02,9.604942306727540235e-02,1.770600305931546714e-01,1.365588257177862419e-01,8.529961611865116700e-02,1.679706753151263554e-01,9.074670840035556352e-02,7.042938758117596454e-02,9.247605802394899543e-02,1.489725240020788877e-01
g1191,9.415037231746184454e-02,4.543861777325559903e-02,6.338721435348954047e-02,9.626520950715074243e-02,7.858691940694063904e-02,6.889439007914859026e-02,6.855429566838737443e-02,6.159514710423403400e-02,7.007836180388045400e-02,5.116314070228156208e-02,4.661805629503790183e-02,5.126818842319166153e-02,9.455689294785735166e-02,7.811893826705990085e-02,5.987253295576574347e-02,8.832151785879463479e-02,4.864031086634251766e-02,3.450167156226451731e-02,5.167844107076235982e-02,8.849427040883611761e-02
g1192,1.283769754798731455e-01,7.634687141687288015e-02,7.853519059327654372e-02,1.194278305615253527e-01,1.112914058508644721e-01,1.000903014949008629e-01,9.206553311104459514e-02,9.188262968533388031e-02,9.764115963113738361e-02,7.214644782053063199e-02,6.799137815131386930e-02,8.462000655681967132e-02,1.336666188451710036e-01,8.637630989570700690e-02,8.913468341916813698e-02,1.348552556003719816e-01,7.616231678274586192e-02,3.850018765676356536e-02,7.457149239995354562e-02,1.145278096243678434e-01
g1193,1.973053879315824766e-01,1.093996975435858332e-01,1.273630157708321442e-01,1.788803152622013282e-01,1.410504775116133702e-01,1.360885898625426582e-01,1.364633830019466310e-01,1.338354952627602568e-01,1.510642007276443433e-01,1.072637824944093626e-01,9.512041023539347107e-02,1.267062576721698641e-01,1.959626619446590556e-01,1.596099292683714754e-01,1.445886026504132893e-01,1.679768479820802352e-01,1.027607718983861163e-01,4.961040816663789266e-02,9.617971469770802972e-02,1.829896461290461684e-01
g1194,1.312558462723412422e-01,8.633648254138757971e-02,9.885736516347171099e-02,1.108321554101548145e-01,1.176632506891792385e-01,1.003733435645184913e-01,9.638081845726761965e-02,1.203188697456421402e-01,1.070639289468432315e-01,8.469053788639836766e-02,7.182250661040602557e-02,9.466455544915561293e-02,1.477384460439792324e-01,9.370038411124680111e-02,8.636124807604245168e-02,1.378402329693395045e-01,7.711437145017063788e-02,4.102821073404253061e-02,7.311116189728429637e-02,1.168459232890376454e-01
g1195,1.389772910179318532e-01,7.487206691545689186e-02,9.465915398796538593e-02,1.145191273610122185e-01,1.347865017443763413e-01,1.011765435993927237e-01,1.262746899963793079e-01,1.068903205926092365e-01,9.449036796292728524e-02,8.196378457588514299e-02,6.539369555317366134e-02,6.925063133712641705e-02,1.438412481343235849e-01,1.078951607161716952e-01,9.051956384370668518e-02,1.248908908985471300e-01,5.838643866450498460e-02,5.085303185567328216e-02,7.471921393955711921e-02,1.281974402315436412e-01
g1196,1.974238015247421485e-01,8.789271176066773550e-02,1.232401838716088716e-01,2.210100305211988303e-01,1.191683633927594355e-01,1.342638142715606442e-01,1.113234784960704243e-01,1.005183443925304343e-01,1.554410329791182654e-01,9.434712284828938866e-02,9.501645284316867501e-02,1.192334223986754871e-01,1.839212949105379913e-01,1.776850921910292647e-01,1.387485655195986600e-01,1.657434216035058583e-01,1.106194017413869718e-01,5.574672813525793219e-02,9.744398863186190529e-02,1.896813816414576470e-01
g1197,9.538124455718703654e-02,6.296334128373030914e-02,6.449734705981241545e-02,7.521375942141757254e-02,1.029494552689317471e-01,7.820094515800954382e-02,8.396133766203864313e-02,8.589502257379520722e-02,6.956882042198349325e-02,6.120827909699957242e-02,5.178522169601241371e-02,6.017052350586683807e-02,1.073519940778178972e-01,5.740189512011353162e-02,6.145116499081267752e-02,1.077257907666627351e-01,5.224936625083861225e-02,3.431403134102194857e-02,5.901481991347966305e-02,8.273443172629250941e-02
g1198,1.279900162099940619e-01,4.507006772647893789e-02,8.616668363436157108e-02,1.481884711095199092e-01,9.389856343187288901e-02,8.686507466910509123e-02,8.809223535722739140e-02,6.385630580574451487e-02,9.276727323691123794e-02,6.192771685445346008e-02,5.821483311674141570e-02,5.611232443226320254e-02,1.184973830273797213e-01,1.252561245141992630e-01,7.836561854236144542e-02,1.035936088677219258e-01,5.897287861324562730e-02,5.117994528708255664e-02,6.551838207488461241e-02,1.266399576146258199e-01
g1199,8.773424401033064202e-02,4.335796009323590605e-02,3.333910778559975863e-02,1.004307322028973048e-01,6.644668959163609057e-02,7.146137168156584119e-02,5.205621942193832535e-02,3.195265225389407049e-02,6.271034928878027603e-02,3.645293730324469100e-02,4.592515067273798823e-02,5.394445719886387103e-02,7.941799775762023450e-02,5.305316354112684513e-02,6.617719241701114363e-02,9.614362913225782403e-02,5.875038923089202780e-02,2.334538496229993446e-02,5.524525249277235928e-02,7.841782064101873728e-02
g1200,1.016357605195267466e-01,6.632879194713051096e-02,8.803354188211895415e-02,8.229498760045224348e-02,8.750440512064956711e-02,7.269029858233089225e-02,7.539424979405930094e-02,1.027051189614808235e-01,8.591149872191609915e-02,6.964103492503273540e-02,5.423390249747130770e-02,7.325450532523132552e-02,1.170872252544380016e-01,8.367629223673661576e-02,6.414345900390722166e-02,9.739502390345657068e-02,5.486059698570686094e-02,3.299091800099411553e-02,5.137778485954638125e-02,9.279334831996538524e-02
g1201,1.577923343314000804e-01,6.114999590562389398e-02,7.202186252245000586e-02,1.811183399106323089e-01,1.355682708630635558e-01,1.225652450440938013e-01,1.172098040557236209e-01,5.760195194556781695e-02,1.015844895559959299e-01,6.717958413961092057e-02,7.481876038607937485e-02,6.710469654457847100e-02,1.403205963878486340e-01,1.166901709940753040e-01,1.056861231304453141e-01,1.547642955975819246e-01,8.211345325104632553e-02,5.943021326743536115e-02,9.635924359297089181e-02,1.477912888340970066e-01
g1202,1.357813514917805275e-01,6.511121798306665487e-02,6.311831763151881658e-02,1.432557302962903789e-01,1.245111980910526966e-01,1.098649170662724939e-01,1.033383625761075258e-01,6.498040758834952579e-02,9.021256394177848414e-02,6.371025369321549336e-02,6.824512490256404162e-02,6.878801070394072181e-02,1.283840001337673287e-01,8.756622682006658109e-02,9.324344704595971534e-02,1.444576928699874419e-01,7.622643743003479355e-02,4.753113873861193606e-02,8.570197645718291568e-02,1.227166648036565333e-01
g1203,2.874305935115390939e-02,1.283691090909267266e-02,1.796303047113389714e-02,3.051777451476467631e-02,2.190979577047365290e-02,2.045166840331082148e-02,1.996572085820543657e-02,1.600467033869260730e-02,2.104182685886731019e-02,1.442404880450675123e-02,1.372278741324359924e-02,1.514182118910906150e-02,2.745825896695286775e-02,2.453834108269949826e-02,1.910624432728007249e-02,2.541266246315330296e-02,1.464621166556295123e-02,9.817650320774950687e-03,1.525468746225648944e-02,2.733227643804386070e-02
g1204,3.275950727787650951e-01,1.952182328396840638e-01,2.419066484931491345e-01,2.769409231468301646e-01,2.996476015786992964e-01,2.422151774199087504e-01,2.631865659878940833e-01,2.798232151809795232e-01,2.496136023492113165e-01,2.038795340917693988e-01,1.673347170763235803e-01,2.028898327837976301e-01,3.554870568086584415e-01,2.511733299323863355e-01,2.123997895150796789e-01,3.166320329822358004e-01,1.664606434804867252e-01,1.115453217133113989e-01,1.769670589589590060e-01,2.983805243136465335e-01
g1205,1.220657114868043541e-01,6.548445798142422947e-02,1.145523336146878624e-01,9.574094069011562791e-02,9.028468510682997883e-02,7.147280876956278728e-02,9.819896486408227765e-02,1.159541143754604930e-01,9.782916583490995632e-02,8.086721932469675966e-02,5.423501669234456063e-02,7.078850820516267850e-02,1.314970401551010526e-01,1.295924183474975178e-01,7.710572157802472737e-02,7.911203552243066539e-02,4.404148548180322753e-02,4.032383511625023398e-02,4.679509377962329936e-02,1.196999093860156155e-01
g1206,2.187462971843629617e-02,1.482604042147250487e-02,1.434591039351681106e-02,1.491437986610749840e-02,1.936946465680762855e-02,1.585109388840282019e-02,1.855283603823155644e-02,1.893300458966195449e-02,1.603436219392788409e-02,1.351288482630399676e-02,1.077766879144644203e-02,1.477465484157910319e-02,2.339561626938007483e-02,1.475282909117340419e-02,1.646439939483508932e-02,2.000212528552489794e-02,1.070653659329999507e-02,5.166312935784543765e-03,1.109863386484135142e-02,1.931301155716289020e-02
g1207,1.815865354353042305e-01,1.087491641797519587e-01,1.523341649959152333e-01,1.565865862864983804e-01,1.812898903088850933e-01,1.376402133379000248e-01,1.498834678376307905e-01,1.752685662458877414e-01,1.432211684820882680e-01,1.223169217662413294e-01,9.681437834560606415e-02,1.111465297653539408e-01,2.080622900965288236e-01,1.445977204850645570e-01,1.039429833574893047e-01,1.864506152368280434e-01,9.304921279208444584e-02,7.458382939407447176e-02,1.023691769307466526e-01,1.660424034988702835e-01
g1208,9.237259483994091080e-02,5.099704007564288821e-02,7.005723856798054539e-02,9.581886688597396340e-02,8.812839885644188631e-02,7.405279513135101799e-02,6.542077286279497639e-02,7.553051010525183018e-02,7.443458137023527266e-02,5.673759374980031495e-02,5.176034571738291623e-02,5.769512988988714786e-02,1.023292878613198259e-01,7.013543498565323608e-02,5.218038031823190454e-02,1.043817921689864370e-01,5.610970795200610761e-02,3.900621668517168655e-02,5.701390144544260519e-02,8.428760970072218806e-02
g1209,1.059007270516560961e-01,5.967450609661675148e-02,6.222894158692682254e-02,1.165592053474148460e-01,8.159140257395569584e-02,8.495287311712833300e-02,5.904079916253869575e-02,6.573327764416253549e-02,8.662732262016814566e-02,5.540646572775223544e-02,5.954122129121797169e-02,7.588156960026062881e-02,1.083245304089691247e-01,7.194850663563995274e-02,7.247385637709315154e-02,1.194637835653528934e-01,7.411899848620817632e-02,3.150951447816093681e-02,6.446079338059723662e-02,9.493753602751232867e-02
g1210,4.264526533733063729e-02,2.153218952911322912e-02,3.427391296620206640e-02,4.169068131368558472e-02,3.513197944300182340e-02,2.979708778782026377e-02,3.112162427996449654e-02,3.389455881781010260e-02,3.372511356256110981e-02,2.569703756343811804e-02,2.124321563182992104e-02,2.451666153366512460e-02,4.511540357656919353e-02,3.895243484233183728e-02,2.559728148962043398e-02,3.805636158738659458e-02,2.106106554999080671e-02,1.629280900197745824e-02,2.180974601813109523e-02,4.063683675370628051e-02
g1211,1.597967325803843763e-01,8.880613543171714253e-02,9.806979403814494733e-02,1.380146211405752221e-01,9.578361932622125874e-02,1.022245614664366864e-01,1.063664829292613329e-01,1.004983546203978145e-01,1.218342105446166695e-01,8.274941594793994160e-02,7.240571279375021541e-02,1.057533775303750589e-01,1.518453336934735276e-01,1.346886891533893849e-01,1.275925688617004505e-01,1.174370993195959917e-01,7.884645498323450408e-02,2.876010267051248848e-02,6.866265607630855916e-02,1.495843095737918460e-01
g1212,8.686494311008985392e-02,5.018151212039217990e-02,7.440078456290967479e-02,7.404764923150300437e-02,6.761469434989618443e-02,5.768666142670172969e-02,6.384311256757602138e-02,7.917986070269975030e-02,7.138643883023668146e-02,5.605360816772121668e-02,4.294603885800345189e-02,5.663635482630084705e-02,9.485137220842621009e-02,8.007686952385403845e-02,5.559891802595393756e-02,7.220557500570717879e-02,4.171768504169084263e-02,2.799721830896477817e-02,4.004709021027396537e-02,8.208580884696228819e-02
g1213,5.680142399058906583e-02,3.269541707432877670e-02,3.248596093985236383e-02,5.724123337497513675e-02,5.120173112823617895e-02,4.652517109358019626e-02,3.936083561883783888e-02,3.754379549482383949e-02,4.296751975677183533e-02,3.076867673749282897e-02,3.113260605517523261e-02,3.682492550157532435e-02,5.878889324428078489e-02,3.581075254741131197e-02,3.830944955198064411e-02,6.451284931819459278e-02,3.615188690969537572e-02,1.861158767012919407e-02,3.562347822907734746e-02,5.028950697941068915e-02
g1214,1.908574869628932580e-01,1.168177083758002444e-01,1.423148332528154369e-01,1.557740652065038589e-01,2.003486197941846680e-01,1.491208952039905222e-01,1.686513553099453777e-01,1.738584964091219320e-01,1.404981320110420262e-01,1.239172357608148700e-01,1.000909409576977022e-01,1.118232705280676476e-01,2.139084685123336105e-01,1.353283381990437184e-01,1.163646240859686626e-01,2.002721212509171733e-01,9.552377727906843918e-02,7.469545267926973320e-02,1.118287715064131688e-01,1.709921451687636540e-01
g1215,1.574568445682479612e-02,8.524315679199560500e-03,1.161700632135504591e-02,1.454335639451380564e-02,1.336706466180243719e-02,1.130573826137213321e-02,1.191060819889885880e-02,1.228339807807016758e-02,1.208056922316735372e-02,9.341067092584552645e-03,7.864818984049112144e-03,9.328129405942653732e-03,1.655031927914447573e-02,1.309054636016515442e-02,1.008706581724573212e-02,1.450255520445613115e-02,7.929691985432753623e-03,5.483771847457827135e-03,8.269459678967680527e-03,1.467221594413386718e-02
g1216,1.142153530889559593e-01,5.520270062128958266e-02,7.738380734574439035e-02,1.275774445389210032e-01,1.011290263340248324e-01,8.984099087735215872e-02,7.732763808467890687e-02,7.514900034884189339e-02,8.835812413561439094e-02,6.262762387759969462e-02,6.123984112462840107e-02,6.510850950439886486e-02,1.180751917834799714e-01,8.959222613623724074e-02,6.736358778508651224e-02,1.229605007314908682e-01,6.791756320728112306e-02,4.690764682466769253e-02,6.964842017236035077e-02,1.060527837634843845e-01
g1217,9.116682120348357232e-02,3.588438710017084060e-02,4.502011173673355071e-02,1.084916799184333230e-01,6.519291578192557002e-02,6.757898021475124140e-02,5.680567422193803090e-02,3.317202734298197592e-02,6.460546582446009822e-02,3.845733423022261455e-02,4.380112325852705824e-02,4.609980952166913004e-02,8.069115757975554859e-02,7.319820436142755737e-02,6.310272937160252282e-02,8.511779748917225330e-02,5.135255394068947987e-02,3.000773720031542705e-02,5.186354277033634885e-02,8.647434917143420607e-02
g1218,9.450540558574223662e-03,4.676116177073140132e-03,6.087853703872006528e-03,8.855127837057217774e-03,7.567881838803380314e-03,6.596534494421759862e-03,7.276792373593039993e-03,6.067219890090241527e-03,6.764578571621843867e-03,5.051851513306308480e-03,4.401797092940390455e-03,5.052920627559942188e-03,9.247604858357984930e-03,7.878345779201113494e-03,6.485030654439862680e-03,7.998625072720434367e-03,4.399293578477895227e-03,3.019003368292170336e-03,4.806431957807028033e-03,8.891188126981971335e-03
g1219,6.193542261029166829e-02,2.609584494796059195e-02,4.629956829419343972e-02,7.271941113121654920e-02,4.345943462320419476e-02,4.332679363155970964e-02,3.636130013139315942e-02,3.814896197081116269e-02,5.045885341482114761e-02,3.283968003741078584e-02,3.121231700340092521e-02,3.526103105676765825e-02,6.155849013452288632e-02,5.943521627622612435e-02,3.699785442544026304e-02,5.595022519749222323e-02,3.454733099032415017e-02,2.380258608276792504e-02,3.242542254613556274e-02,6.030958367255466468e-02
g1220,1.084463521563918537e-01,5.682147000272846915e-02,7.639822868244311449e-02,1.230472532126186125e-01,8.403455039634388779e-02,8.392725618662205678e-02,6.104375592757697866e-02,7.467169443344799651e-02,9.142844012036768775e-02,6.035012886659756742e-02,6.045577565410295562e-02,7.376640375928768256e-02,1.138499545580786143e-01,8.622175567017686948e-02,6.694905404537440652e-02,1.173891737728185447e-01,7.187544154939543017e-02,3.868769349932298096e-02,6.368804999054869520e-02,1.002566934685996392e-01
g1221,1.492118428072423120e-01,7.322452216468473829e-02,9.780427423058096759e-02,1.626816895940841612e-01,1.287119874940651221e-01,1.158297552559469923e-01,1.015986387754616582e-01,9.588747126511454333e-02,1.141955017513124060e-01,8.056344821930963573e-02,7.866750534114970439e-02,8.586543686878232717e-02,1.522716010616473881e-01,1.159633551877295166e-01,9.188115919725020619e-02,1.563780286228190208e-01,8.732389925712660816e-02,5.748071480422561191e-02,8.897696688340318849e-02,1.382805646812175215e-01
