,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
g1959,4.032431730785595442e-02,2.399314814981436811e-02,2.906318689599197980e-02,3.683059970258813209e-02,3.770161696473067064e-02,3.130366246538575370e-02,3.066933298162025437e-02,3.359029986202845264e-02,3.137565897589712771e-02,2.480127923429256004e-02,2.163839616195732327e-02,2.577189886078961115e-02,4.412092006903256536e-02,2.933526938771155446e-02,2.537965109604162564e-02,4.262154396971843534e-02,2.279118271576434721e-02,1.449047936229499144e-02,2.341833524812574063e-02,3.636606611063124272e-02
g1960,9.891262746895077007e-02,5.725292256802582552e-02,6.590948375211361232e-02,9.468183012194932024e-02,8.215346892152343428e-02,7.510049708018598502e-02,6.801029120977275522e-02,7.309162268258322104e-02,7.781442235906742277e-02,5.666191707012446788e-02,5.232939339897384190e-02,6.568629398330125269e-02,1.038013179635861871e-01,7.277123561504494909e-02,6.661190807030044347e-02,1.008728428144068379e-01,5.832019888578105632e-02,3.081316737305843032e-02,5.557335741870833568e-02,8.968341747158996291e-02
g1961,6.751287555028274989e-02,4.307817956118915881e-02,4.543189724305958521e-02,6.148149702753941126e-02,5.504324970582100129e-02,5.180468459355448002e-02,4.458289614055702815e-02,5.392690479869358816e-02,5.514010954301488271e-02,4.009300958788669655e-02,3.691702380822434182e-02,4.997752341999658204e-02,7.275056652818620573e-02,4.673889367477568335e-02,4.713166269028844224e-02,7.105904494933686089e-02,4.242062901281248161e-02,1.848332768724379044e-02,3.781425931036669352e-02,6.003707124413927565e-02
g1962,2.873363378035438329e-02,1.429735702230523417e-02,2.188881183370461336e-02,3.123290804801468271e-02,2.601345165447416577e-02,2.223769120475785344e-02,1.992671677533904007e-02,2.170048036739193748e-02,2.291394590414519081e-02,1.695554930758734480e-02,1.552955316527663415e-02,1.665985752761409838e-02,3.085198217164267231e-02,2.380274536345531808e-02,1.602681995606740351e-02,3.056365514925704976e-02,1.661257695483717156e-02,1.243617558386532138e-02,1.711391245780634340e-02,2.685740989643868940e-02
g1963,1.010655830147467876e-01,5.543888591752454270e-02,6.989566034776285852e-02,9.077261360984600902e-02,9.377012159434867933e-02,7.550271510590254864e-02,8.241173157316242226e-02,7.750805238757557669e-02,7.371168089043386717e-02,5.948168222833848801e-02,5.055189334101763132e-02,5.670275293844284636e-02,1.060882572980560296e-01,7.754506347795607490e-02,6.484323424186884399e-02,9.763858248078924329e-02,5.001704286740579070e-02,3.659409968647291816e-02,5.621189068577277237e-02,9.277393620307360089e-02
g1964,1.094264367324045834e-01,6.769616799693360665e-02,6.520914283113371512e-02,8.092720229934977083e-02,9.424736809096351253e-02,7.850517380829249992e-02,9.281469811317688556e-02,8.170887592584567816e-02,7.627813693923914118e-02,6.236598917112951002e-02,5.166110448640473529e-02,6.705937511334372769e-02,1.110550912675524471e-01,7.576360921709313079e-02,8.328355321230303254e-02,9.607754892632588972e-02,5.114642420976867054e-02,2.654298600215098530e-02,5.560565389275942683e-02,9.802170116645185505e-02
g1965,7.893902341081779350e-02,4.623727549960096606e-02,6.252860730130337108e-02,7.019869474434169143e-02,6.296408368874689687e-02,5.539034350648025518e-02,5.615149969703941285e-02,6.787909199713224040e-02,6.439148774182723578e-02,4.920411278183710324e-02,4.037614536074612265e-02,5.272127287568120768e-02,8.548356232206512362e-02,6.702461179570376459e-02,5.143634590228134823e-02,7.183300654538510299e-02,4.171519914118775041e-02,2.500065039003596459e-02,3.944708349849848639e-02,7.331671241192445898e-02
g1966,3.732293905465507936e-03,2.950839981947641927e-03,2.438078999403110823e-03,3.082149651876506941e-03,3.934970934492506255e-03,3.372372401275693880e-03,2.660437428725691972e-03,3.663041591261194645e-03,3.122556716231475026e-03,2.495951215292020482e-03,2.361621117361195794e-03,3.185047675377428340e-03,4.478527371678741112e-03,1.625593191956470947e-03,2.507028766053666802e-03,5.107708267496471020e-03,2.813850224015484666e-03,1.117221376552705956e-03,2.561675042768950510e-03,3.032742758745094695e-03
g1967,1.997931533133098791e-01,1.192817457849286861e-01,1.224993056077724185e-01,2.002746102959410690e-01,2.261196352972016654e-01,1.797727702331862742e-01,1.593601191239733261e-01,1.543439283312625088e-01,1.470408245637746247e-01,1.189582700430019402e-01,1.170086956305916165e-01,1.206782925712790444e-01,2.219554487872734128e-01,1.091678332929013617e-01,1.163895429508390866e-01,2.618507075855726618e-01,1.297072561564860116e-01,8.689009644855630321e-02,1.432258755343022716e-01,1.723725335937034975e-01
g1968,7.225581994798421781e-02,4.663343959721812787e-02,4.176748154061242502e-02,5.514689484314556217e-02,7.896830875101355784e-02,5.953665546572004669e-02,6.707370170215348759e-02,5.822756618028739062e-02,4.848561634472885878e-02,4.341674945136261149e-02,3.761539348395684379e-02,4.215801596595853545e-02,7.781957395802927002e-02,3.986333763903391475e-02,4.960117424425605770e-02,7.988236717922020391e-02,3.743645650900179200e-02,2.435016231494690347e-02,4.508432104817537006e-02,6.220557123022449342e-02
g1969,1.718129716892304593e-01,9.456459801623624817e-02,1.277246771366085387e-01,1.747030828943616498e-01,1.741512114907337316e-01,1.401147124523995369e-01,1.304724872009915548e-01,1.408312675093135735e-01,1.337608484046521884e-01,1.059040128524984109e-01,9.572470306619118574e-02,1.015984814792423724e-01,1.906531011964441302e-01,1.259923246118292983e-01,9.560437126962643972e-02,1.971387939999915961e-01,1.010595784642957795e-01,7.577967204810015511e-02,1.088331587353344454e-01,1.559232975209176031e-01
g1970,4.949512036881318494e-02,2.303941343052340329e-02,3.097554827847129322e-02,5.518556295141202606e-02,4.670572149498537079e-02,3.984547085349998685e-02,3.613365573444982104e-02,3.019529679888517670e-02,3.609834334384401378e-02,2.623035886809970199e-02,2.612367882781867906e-02,2.559850167864530582e-02,5.021484971685587217e-02,3.693424242419717646e-02,2.918850451563442805e-02,5.416772486405743020e-02,2.840164563650048740e-02,2.119202493146505120e-02,3.133537718950488854e-02,4.572016784660082322e-02
g1971,6.573157986746508766e-03,3.546503831586310124e-03,4.587014990579270889e-03,6.271771516847751866e-03,5.798468007895564609e-03,4.915655221836675443e-03,4.952346916809843153e-03,4.905142868751653437e-03,4.976377809765467064e-03,3.812319051643743312e-03,3.358799926499863794e-03,3.864501560049075045e-03,6.882102943499848746e-03,5.149672250823762905e-03,4.188805863925977070e-03,6.452073373125143639e-03,3.486102640103652412e-03,2.357818243428385762e-03,3.667130245027251309e-03,6.060440385232707117e-03
g1972,9.381617398459721202e-02,5.771798186325628743e-02,5.846956019240356905e-02,8.226259926532006328e-02,7.346216987771629625e-02,6.933465237967317840e-02,6.526177848803692283e-02,6.858169604518830897e-02,7.278073840628519753e-02,5.291288431908914430e-02,4.823973933589061763e-02,6.537782708544875865e-02,9.677392772462034554e-02,6.622867530454308593e-02,6.910323213055669100e-02,9.065681116382756644e-02,5.409330176458158890e-02,2.307424981139524420e-02,4.986545789751026247e-02,8.415580709401193626e-02
